SUM149_DMSO_12H_R	SUM149R_DMSO_12H_R	LOG2_FOLD_CHANGE	P_VALUE
ANKHD1-EIF4EBP3	5.393795	6.230935	0.208147976414399	0.414562977578324
ANKIB1	10.1178	13.8686	0.454926532025632	0.0836967944412446
ANKLE1	8.11889	6.223435	-0.383571408292535	0.0608908430087344
ANKLE2	28.6366	41.72725	0.543129631334778	0.0234782687673554
ANKMY1	1.18819	0.940401	-0.337417573513157	0.168737936899977
ANKMY2	9.31236	5.99018	-0.636547475991835	0.00789904659383913
ANKRA2	4.37229	3.967105	-0.140302510772005	0.19718898625142
ANKRD10	18.38415	22.56655	0.295723400132803	0.0355653570426858
ANKRD11	18.81755	15.59505	-0.270990626639982	0.274582199853332
ANKRD12	2.48208	3.412775	0.45939568671932	0.107380232806645
ANKRD13A	7.83024	11.2927	0.528262032444639	0.0336493451452799
ANKRD13B	18.28815	17.3995	-0.0718632930208165	0.32079376694696
ANKRD13C	6.67892	7.75757	0.215989976145606	0.0511642956143669
ANKRD13D	19.54135	13.29965	-0.555141858722397	0.0805124250495778
ANKRD16	6.06344	7.605215	0.326852516679507	0.0721507631927229
ANKRD17	31.11205	28.25055	-0.139194503311222	0.545066764297686
ANKRD19P	1.931815	0.824819	-1.22780747009833	0.0232666183015897
ANKRD20A12P	1.05981	0.788645	-0.426357707395749	0.0412625285208264
ANKRD20A9P	0.8586925	0.683062	-0.330125056388841	0.0836213334715658
ANKRD22	3.36522	3.356205	-0.00386998399667388	0.9685466586445
ANKRD23	1.72864	1.60374	-0.108197180545436	0.493096140660179
ANKRD26	4.249435	5.564065	0.388868238771182	0.123880782472973
ANKRD27	19.173	23.12185	0.270180740570077	0.113199021998085
ANKRD28	22.76095	26.46705	0.217636627626237	0.107102590452079
ANKRD29	2.400905	3.660205	0.60834613339098	0.0683057085501486
ANKRD30BL	1.739065	1.663145	-0.0643979020575055	0.736617489834703
ANKRD32	7.06514	7.39294	0.0654300559741088	0.0680435083475149
ANKRD34A	1.0063095	0.7357445	-0.451797330324666	0.0652960807014116
ANKRD36BP1	3.63044	3.04713	-0.252693358575187	0.4430012000085
ANKRD37	4.759665	4.60263	-0.0484015650808375	0.879183073397656
ANKRD39	19.4908	17.92075	-0.121162290453647	0.380178257580764
ANKRD40	17.33585	23.62575	0.446601552899571	0.00365442915340372
ANKRD42	1.783025	2.055265	0.204997491580038	0.263253636359421
ANKRD46	6.981465	6.58462	-0.0844296206622018	0.594551117703378
ANKRD49	7.436595	8.317085	0.161435771807377	0.208907839298384
ANKRD50	4.18243	4.45653	0.0915794231720584	0.548797348095061
ANKRD52	20.1377	21.62975	0.103118073200504	0.427359628943849
ANKRD54	13.3302	12.0076	-0.15075060262695	0.190925997469782
ANKRD9	7.92379	5.438955	-0.5428611562518	0.0792875147560023
ANKS1A	13.32165	8.103975	-0.717071154884573	0.0226125322955663
ANKS1B	2.068715	1.627085	-0.346445283254438	0.202165439306919
ANKS3	6.09119	5.51271	-0.143962397085779	0.18287611894845
ANKS6	9.71733	10.4855	0.109763789196738	0.134099563565857
ANKZF1	23.7308	16.472	-0.526745001630192	0.0203480297536066
ANLN	44.5877	48.8188	0.130791051133338	0.171979505592932
ANO1	7.808815	2.84324	-1.45756775061255	0.000870918628351333
ANO10	9.95959	8.541905	-0.221528500088999	0.114022414670799
ANO6	15.34915	17.96535	0.227058277389468	0.213804620205144
ANO8	5.123075	4.401225	-0.219104885228226	0.293493340765711
ANO9	5.021105	2.765045	-0.860701934637629	0.0280943038954664
ANP32A	81.0683	96.49275	0.251282659190712	0.158717026959447
ANP32B	257.706	292.3555	0.181997605667215	0.2594958560348
ANP32E	53.4694	36.82505	-0.538026003697849	0.0387054702036019
ANPEP	162.057	158.156	-0.0351530500079029	0.409029311094065
ANTXR1	18.7617	20.96145	0.159947961629789	0.128836886118526
ANTXR2	6.096265	9.586335	0.65305373959747	0.0952185318863507
ANXA1	671.3625	535.9045	-0.325116024866314	0.0726505230427595
ANXA11	31.1067	24.8197	-0.325739675096107	0.0993307406531983
ANXA2	300.67	398.85	0.407665350844113	0.136608598138266
ANXA3	83.51195	141.32	0.758911096884979	0.0187731019530165
ANXA4	25.0728	21.4942	-0.222175702694036	0.155720005301475
ANXA5	250.7305	298.5095	0.251639342834533	0.211007922841401
ANXA7	74.1899	69.2457	-0.0994983099801875	0.340331409903473
ANXA8L2	0.8858905	1.439355	0.700222168348334	0.0768887502325645
ANXA9	1.59274	0.734893	-1.11590466474785	0.0774089880874316
AOC2	1.138851	2.162565	0.925164489965153	0.0934993041036362
AOC3	0.3765995	0.929974	1.30415929771717	0.0859533895328706
AOX1	0.944353	1.698065	0.846493538456512	0.0501535690869582
AP1AR	15.5058	20.22495	0.383328174340013	0.0484373674685442
AP1B1	29.8488	29.67795	-0.0082814910795675	0.885307330077341
AP1G1	17.6664	20.56185	0.218961990916027	0.0805323015948387
AP1G2	27.2551	18.2395	-0.579460032206778	0.0573579334604667
AP1M1	16.51785	17.85195	0.112055756396461	0.232631943233653
AP1M2	50.31585	49.79045	-0.0151438807439842	0.891415695572522
AP1S1	70.0676	89.07785	0.346319256413208	0.175438510078591
AP1S2	5.40818	6.27906	0.215405428637827	0.20331236469702
AP1S3	11.50605	13.1727	0.195158439558206	0.078549499634585
AP2A1	20.12195	21.93285	0.124323168785403	0.370446596750739
AP2A2	14.2851	15.17645	0.0873232265305992	0.159275592800887
AP2B1	41.5023	54.24625	0.386332117809962	0.106551306716818
AP2M1	258.381	216.389	-0.255872823088765	0.046571514799608
AP2S1	110.3265	117.9355	0.0962186898607109	0.563740659740629
AP3B1	16.6005	20.02645	0.270680008073817	0.0355301609107216
AP3B2	0.8709335	2.87714	1.72400095213413	0.00218329493266511
AP3D1	43.43795	55.4882	0.353224985136843	0.0270801721197831
AP3M1	13.5685	13.2657	-0.0325604341656156	0.557659531635034
AP3M2	21.8514	21.072	-0.0523984641837201	0.463276220618932
AP3S1	35.6704	52.8693	0.567702831317819	0.00861090748128425
AP3S2	8.64905	13.0184	0.589938565011724	0.107375147505087
AP4B1	10.4801	8.021135	-0.385774183707768	0.0790929125595113
AP4B1-AS1	0.6889475	0.6028075	-0.192696682402297	0.558588199074224
AP4E1	6.056145	6.81178	0.169632093418113	0.255959819376107
AP4M1	6.37471	6.139265	-0.054293767205509	0.459876111771118
AP4S1	3.338105	3.086885	-0.112877598107934	0.0207794412885946
AP5B1	7.43505	7.35131	-0.0163410838574953	0.793962943006959
AP5M1	22.58465	25.71155	0.18707402835623	0.10143925184403
AP5S1	9.597155	10.167765	0.0833238930075619	0.186931433429825
AP5Z1	6.19453	6.840835	0.143177608483073	0.266396816449165
APAF1	5.58129	4.16077	-0.42374806882166	0.0470777938143809
APBA2	3.97812	0.983836	-2.01559704426364	0.00400656421295394
APBA3	6.03131	8.734835	0.534309061664685	0.0252556907738307
APBB1	4.8235	6.60841	0.454222831024047	0.109372250276302
APBB2	4.07472	4.08689	0.00430248729368691	0.950379636278848
APBB3	5.871485	5.3865	-0.124377278263665	0.377911651620709
APC	3.747585	5.539415	0.56377242517928	0.026349861407733
APEH	64.2027	62.9428	-0.0285926120492189	0.538931206621688
APEX1	127.612	146.4505	0.198649119390792	0.375301808353184
APEX2	54.34685	45.0238	-0.27150859245667	0.11866695152411
APH1A	84.57355	80.95965	-0.0630034843840563	0.313140125641334
APH1B	1.230055	1.436785	0.224121368693532	0.394845556479159
API5	59.3472	72.7028	0.292830962528107	0.0264090325169036
APIP	38.94215	35.1968	-0.145888268788668	0.293853075867674
APITD1	35.80695	21.96725	-0.704885361250224	0.0741147047180573
APITD1-CORT	2.065035	1.722475	-0.26168319008832	0.550561329972653
APLF	2.15086	1.80761	-0.250830179073041	0.155837604951316
APLP1	0.415915	0.6679785	0.683512951097353	0.0539700705696706
APLP2	31.77475	38.1257	0.262883051826895	0.0208027188359738
APMAP	82.70975	102.3455	0.307318357838323	0.069578987845123
APOA1BP	106.3205	79.61385	-0.417328458660767	0.0607955442035487
APOBEC3B	5.736775	1.482185	-1.95251440575885	0.022157358445375
APOBEC3C	20.7487	6.02355	-1.7843350478616	0.00579787501614074
APOBEC3F	3.031885	1.951185	-0.635864460462379	0.0663976994987862
APOC1	4.85216	4.70311	-0.0450120486530521	0.488736851242946
APOE	0.3696975	1.113736	1.59099010399086	0.208596892946649
APOL2	5.874035	7.307655	0.315056662953903	0.0604253882147728
APOL4	0.7025855	0.741343	0.0774673917813566	0.714055430458459
APOL6	2.59069	3.497455	0.432969101024092	0.0188250758606755
APOLD1	3.11717	3.542435	0.184504544572763	0.0664416710442789
APOM	12.5459	8.30292	-0.595525265614681	0.0836309247747137
APOO	25.3821	15.29415	-0.730831507428415	0.0409707360599862
APOOL	9.266115	8.42835	-0.136714362001494	0.0701767479913358
APOPT1	20.1226	20.70135	0.0409081286002203	0.837022935831922
APP	121.4555	150.9595	0.313733727077555	0.0055158245354207
APPBP2	4.820705	5.28441	0.13249825726997	0.144188029910814
APPL1	6.29384	7.959075	0.338660267796052	0.03612500599785
APPL2	6.45379	7.78005	0.269632792294478	0.111665715186377
APRT	392.769	340.602	-0.205594160360834	0.115507867742681
APTX	11.4657	18.7929	0.712863274865972	0.0584318853842503
AQP1	1.576625	1.625645	0.0441726873296137	0.719809137372852
AQP7P3	1.26201	0.8094	-0.640798587970099	0.0465746210306421
AQR	36.90855	41.34555	0.163777000675676	0.287052563815318
ARAF	40.82975	31.75945	-0.362434805422347	0.00476860327666528
ARAP1	25.72485	20.37955	-0.33604046911279	0.0347338677751149
ARAP2	2.67346	2.422995	-0.141916663759385	0.151975373361763
ARAP3	7.336755	4.99347	-0.555099405577802	0.0295799577183393
ARCN1	43.7179	53.04825	0.279081056629788	0.0166948802263325
AREG	20.0535	4.505905	-2.15396525470346	0.0484249906326263
ARF1	546.6985	458.073	-0.255167887950895	0.0855347076943063
ARF3	72.70155	70.4852	-0.0446657607124003	0.404198456212504
ARF4	55.0699	61.47685	0.158779256221561	0.307270440203381
ARF5	130.764	114.214	-0.195225911503159	0.191948959713178
ARF6	43.43275	48.5817	0.161629672746082	0.0229944356234075
ARFGAP1	44.3195	41.4169	-0.0977220316133275	0.202566588239565
ARFGAP2	32.65395	35.37905	0.115637790636512	0.280203023564002
ARFGAP3	11.7066	8.072315	-0.536267750444666	0.0202701743173245
ARFGEF1	9.24129	8.809045	-0.0691086296180563	0.527321450172776
ARFGEF2	15.4369	17.22585	0.158192110421693	0.263264183579942
ARFIP1	19.63805	20.84755	0.0862261669577513	0.15285064629631
ARFIP2	22.24855	24.20335	0.121495430908051	0.0120289951752852
ARFRP1	21.2709	21.0114	-0.0177087842317647	0.78537215640453
ARG2	4.267695	4.22552	-0.0143281816077908	0.872568638089024
ARGLU1	49.0603	47.6802	-0.0411657685323034	0.537772731785023
ARHGAP1	19.95675	19.8654	-0.00661895066714884	0.946486209014697
ARHGAP10	5.779955	5.737915	-0.0105316640765646	0.929106210587182
ARHGAP11A	45.25335	49.7094	0.13549409433801	0.167031966993423
ARHGAP11B	4.60794	5.02865	0.126049212059989	0.509590447165846
ARHGAP12	6.02786	5.82026	-0.0505623080381988	0.424483052355483
ARHGAP17	14.9482	15.3578	0.0389997936984542	0.425864194446761
ARHGAP18	11.5503	16.4304	0.508437279541033	0.0562529251751267
ARHGAP19	4.955535	3.81173	-0.378594888267236	0.0650257815374467
ARHGAP21	11.6267	16.0427	0.464475293470201	0.154058091138851
ARHGAP23	0.625221	0.962034	0.621721645745878	0.0338003880968712
ARHGAP26	1.829425	2.57732	0.494481401846688	0.0382480648088987
ARHGAP27	23.83945	20.4972	-0.217924106521387	0.124730609334483
ARHGAP29	47.10665	47.2359	0.00395300849292533	0.951551551618675
ARHGAP31	2.86067	0.559124	-2.35511290336767	0.00533455009299219
ARHGAP32	1.43894	1.41393	-0.0252957389242278	0.760274009882602
ARHGAP35	9.69374	11.2927	0.220265171946365	0.25740237196818
ARHGAP39	4.43026	3.043275	-0.54176666289072	0.129047343962776
ARHGAP4	0.425363	0.539709	0.343487198784724	0.225953344071117
ARHGAP40	3.81625	1.22401	-1.64054033972545	0.018211122166365
ARHGAP44	0.3162315	2.306245	2.86649279573321	0.00132053547919753
ARHGAP5	8.19586	8.444705	0.0431516853109073	0.689997453448747
ARHGAP5-AS1	2.74675	1.77856	-0.627015962347003	0.0876144000283819
ARHGAP8	12.46755	7.906865	-0.657000291086064	0.021135744112024
ARHGDIA	291.5625	320.6565	0.137223476253318	0.231693803302671
ARHGDIB	43.5134	82.70125	0.926449386455646	0.0150106291376398
ARHGEF1	32.3923	31.9268	-0.0208829497748171	0.711031594609131
ARHGEF10	6.633285	7.67633	0.210693220509061	0.180301981795878
ARHGEF10L	1.82185	0.270441	-2.75201838934597	0.0126904135226264
ARHGEF11	8.563895	6.739725	-0.345577380734656	0.127837432942371
ARHGEF12	10.28955	13.43825	0.385165385736529	0.153433361140182
ARHGEF16	10.96298	5.3411	-1.03743120980994	0.103722163544822
ARHGEF17	4.95797	2.34196	-1.08203310666502	0.0199762168540498
ARHGEF18	11.8161	16.5577	0.486748343772488	0.0292642387811507
ARHGEF19	21.6696	11.35575	-0.932249529721493	0.0204374448985875
ARHGEF2	20.5437	24.8392	0.273922669175275	0.00494158024361383
ARHGEF25	8.26742	3.428245	-1.26996696465717	0.00476096233869285
ARHGEF26	3.759515	2.727365	-0.463038770259727	0.0641497761997073
ARHGEF26-AS1	1.693345	1.192125	-0.506340418873036	0.146765313579084
ARHGEF28	2.76693	6.819475	1.30137453111116	0.0573980424726921
ARHGEF3	1.974925	3	0.603164634359309	0.0626220096156136
ARHGEF35	1.63693	2.116355	0.370589018001552	0.0925323528640579
ARHGEF37	3.03659	3.89971	0.360914713511027	0.0350310431392381
ARHGEF38	0.986124	2.452245	1.31426214908368	0.000115337462296177
ARHGEF39	5.681545	5.6974	0.00402039814345764	0.981264879756297
ARHGEF4	10.9708	15.0058	0.451851502864309	0.0325784785094753
ARHGEF40	3.600525	0.59338	-2.60117907783717	0.0038943386270149
ARHGEF7	10.1112	11.4866	0.183997600813287	0.0620879110419112
ARHGEF9	4.250915	4.015715	-0.0821165284114471	0.480536522576974
ARID1A	18.37075	10.046605	-0.870702465893705	0.0697200375252047
ARID1B	9.40666	9.77373	0.0552266909417471	0.717207497831625
ARID2	5.87552	6.14867	0.0655578393607981	0.763578301154588
ARID3A	1.380035	1.33768	-0.0449718210912686	0.77410433262873
ARID3B	2.289565	2.67604	0.225026157534237	0.126487836195824
ARID4A	5.014765	5.01542	0.000188424291900128	0.997006056962398
ARID4B	13.3355	12.3868	-0.106468387712799	0.2252798329446
ARID5A	2.532395	2.979245	0.234444317160896	0.133235830042151
ARID5B	2.44595	1.901985	-0.362889044227056	0.060201006356496
ARIH1	26.5572	33.71105	0.344118516404054	0.0113111042013202
ARIH2	34.40245	43.81305	0.348849338523154	0.0132562398070125
ARIH2OS	0.9133975	0.9377865	0.0380166697301593	0.765072959465118
ARL1	19.59655	23.96955	0.290603136127043	0.123404021894722
ARL10	3.201325	1.55933	-1.03774287042249	0.0926214126878518
ARL13B	7.569725	7.38213	-0.036203745795819	0.50827642141241
ARL14	14.90925	11.589	-0.363451602219367	0.0218351327110835
ARL14EP	12.73095	16.4981	0.373959807354336	0.0608179392801828
ARL15	1.71153	1.39008	-0.300118667015204	0.369221609643744
ARL16	27.5578	24.24335	-0.184871651715906	0.328680743933274
ARL2	104.4035	109.0545	0.0628792249357198	0.536005789407942
ARL2BP	34.27795	52.452	0.613716952607014	0.00304962720791754
ARL3	5.118865	3.40219	-0.589360246037349	0.099755908048612
ARL4A	15.38805	21.75795	0.499732212055121	0.0475034929175989
ARL4C	4.05665	10.31055	1.34576055298784	0.000909537119197228
ARL4D	3.681205	4.61162	0.32509554585567	0.179191483250625
ARL5A	32.28955	33.2235	0.0411367299515713	0.493751975317308
ARL5B	6.68968	9.69416	0.535178692686604	0.0613311252680638
ARL6	5.719975	5.298865	-0.110325469418942	0.564287199347819
ARL6IP1	130.2155	161.5325	0.310923273647401	0.120514919930611
ARL6IP4	57.4838	54.86175	-0.0673547926117318	0.481332410629177
ARL6IP5	34.9801	42.14295	0.268756892524048	0.066758961143106
ARL6IP6	23.499	21.772	-0.110125423030061	0.522050953980344
ARL8A	22.24175	18.8246	-0.240651095315849	0.173215993520906
ARL8B	42.7724	61.49355	0.523754935001226	0.0128798690116622
ARMC1	24.9751	28.26015	0.17827866870567	0.149911615699881
ARMC10	25.22535	36.5884	0.536512041660231	0.0179926262625937
ARMC12	1.26328	0.932103	-0.438613150402016	0.0731733830189444
ARMC2	0.569933	0.6002475	0.0747651603508226	0.665479908372614
ARMC5	5.688175	7.37611	0.374894319863778	0.114351921583876
ARMC6	26.54005	36.2895	0.451381090702876	0.0459947136532622
ARMC7	4.92802	5.1639	0.0674529517109499	0.467464301451482
ARMC8	16.0429	15.449	-0.0544214978137552	0.422325957075427
ARMC9	7.612565	4.307975	-0.821372763872603	0.0332707115742243
ARMCX3	5.55032	8.327925	0.585386124526656	0.103384323962798
ARMCX5	4.92496	4.904665	-0.00595740681054414	0.869671051982114
ARMCX5-GPRASP2	1.65637	2.19542	0.406471986225437	0.0394255781287424
ARMCX6	9.866165	9.61584	-0.0370765239708603	0.818420811084058
ARNT	7.581665	6.006505	-0.335988936327614	0.126441457578935
ARNTL	10.1006	11.3615	0.169712323883855	0.0809954321713862
ARNTL2	10.030205	15.1054	0.590713295559975	0.074240723971015
ARPC1A	76.0093	80.78215	0.087860595508432	0.0174858039727838
ARPC1B	150.014	162.3835	0.1143078998638	0.235654228458098
ARPC2	207.5065	173.6705	-0.256803812661001	0.0711057207229638
ARPC3	254.446	255.895	0.00819244674326928	0.946470968663125
ARPC4	142.34	155.3065	0.125777070625063	0.222297462362755
ARPC4-TTLL3	0.8102415	0.715081	-0.180245309929039	0.779373386388771
ARPC5	117.539	107.977	-0.12241549025172	0.288066649929519
ARPC5L	128.1685	142.5925	0.153856367667713	0.115685175486808
ARPP19	39.94915	58.877	0.559539355454224	0.0393425232109066
ARRB1	3.67787	0.7880185	-2.22256908158968	0.00498785706110188
ARRB2	31.45165	30.4518	-0.0466081969255223	0.768328145741829
ARRDC1	76.30815	80.15475	0.0709508669584496	0.559992633418421
ARRDC2	5.30504	6.533645	0.300524440205964	0.081235234921627
ARRDC3	9.68305	7.362735	-0.395219767192067	0.0392658191187106
ARRDC3-AS1	1.371585	1.200535	-0.192166567759975	0.495956626017171
ARRDC4	4.5381	7.68881	0.76067192892439	0.0140382331272992
ARSA	3.15609	1.78362	-0.823330064246144	0.0937771795558115
ARSB	4.715385	3.781145	-0.318552393233286	0.0205977372717761
ARSI	2.153625	0.8178895	-1.39678921461838	0.0316600200522294
ARSJ	2.555665	2.10307	-0.281201867771574	0.110225915067122
ARSK	2.38873	3.09396	0.373210751073978	0.0980664983622951
ARTN	2.98186	0.8079335	-1.88390406732518	0.112739458322186
ARV1	26.2281	19.924	-0.396605984432082	0.0349534851144029
ARVCF	1.55962	1.28334	-0.281291120977024	0.192787400382702
ASAH1	26.7658	30.12755	0.170692582570529	0.0340914942399687
ASAP1	19.77045	18.98635	-0.0583831253923495	0.612707604827574
ASAP2	18.3707	20.10665	0.130266131844952	0.222890204018812
ASAP3	11.4561	1.875105	-2.61107270163601	0.0330006590353444
ASB1	8.128495	6.904275	-0.235498331640231	0.0473439028377402
ASB13	20.5419	25.4061	0.30660530111849	0.125409592951376
ASB16	1.137825	0.783459	-0.53834900239457	0.0962987496239057
ASB16-AS1	3.35744	3.21374	-0.0631084019089858	0.693428319543089
ASB3	6.30883	6.69136	0.0849269884213499	0.241419221928348
ASB6	17.90335	21.92015	0.292028106908564	0.14863966837036
ASB7	7.273	9.32969	0.359278568775934	0.108049396835874
ASB8	5.86858	7.35189	0.325103719350861	0.00617627326702745
ASB9	10.4621	9.45918	-0.145385435568637	0.31927984350433
ASCC1	22.9766	19.3678	-0.246505241963104	0.0370240398552558
ASCC2	21.69835	26.21585	0.272853982817303	0.0412183135119115
ASCC3	22.5429	21.94895	-0.0385211955816565	0.663807331695293
ASF1A	21.71055	23.0938	0.0891093081665582	0.303759101980596
ASF1B	49.4086	59.5082	0.268326302533316	0.153206850659964
ASH1L	5.73774	5.757515	0.00496366937076458	0.976551462762222
ASH1L-AS1	2.212225	1.266195	-0.804998522307957	0.0659292433873261
ASH2L	13.2427	10.46175	-0.340073097263679	0.00489579556392616
ASIC1	1.8883	1.4422	-0.388816741182092	0.0928769863638966
ASIC3	0.563062	0.9858985	0.808145336845293	0.14080341116898
ASL	19.8844	13.8638	-0.520314282974274	0.0575189403677694
ASNA1	63.791	109.7565	0.782881581811202	0.0535136596526055
ASNS	24.28155	56.8591	1.22753074513835	0.00439758861716645
ASNSD1	41.0117	46.31135	0.175330266065442	0.138858686489997
ASPH	52.79075	41.57575	-0.344542873526957	0.000919396256224075
ASPHD1	7.9033	5.462535	-0.532884553823613	0.150612521901471
ASPHD2	1.4195	3.627585	1.35362657023089	0.0159645533465408
ASPM	28.5925	19.2455	-0.5711156152738	0.0573306912939045
ASPSCR1	14.05295	20.5709	0.54973190150639	0.115262904177274
ASS1	74.44645	97.85395	0.394427033133303	0.0682769397480529
ASTE1	3.74502	2.946295	-0.346071534779336	0.0497360755188849
ASTN2	6.07294	4.99625	-0.281549447939421	0.0812607782875123
ASUN	62.0672	72.13295	0.21682736253359	0.0738938126264046
ASXL1	22.27745	22.50905	0.0149210654934228	0.78918043324288
ASXL2	8.599765	11.67445	0.440985442205701	0.256809124618372
ATAD1	28.1913	28.43975	0.0126587757981463	0.826374415876747
ATAD2	45.56345	38.9074	-0.227832415056306	0.0847666865705259
ATAD2B	2.72285	2.707345	-0.00823876394864826	0.910974529569262
