SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R
APITD1-CORT	2.065035	1.585815	1.722475	1.391495
APLF	2.15086	5.200895	1.80761	3.851055
APLP1	0.415915	0.4679375	0.6679785	1.0442425
APLP2	31.77475	67.46295	38.1257	79.27265
APMAP	82.70975	129.941	102.3455	149.043
APOA1BP	106.3205	109.4885	79.61385	96.614
APOBEC3B	5.736775	1.876155	1.482185	1.312755
APOBEC3C	20.7487	8.727325	6.02355	3.24603
APOBEC3F	3.031885	2.905785	1.951185	1.43771
APOC1	4.85216	3.345825	4.70311	4.036815
APOE	0.3696975	0.762145	1.113736	1.0063785
APOL2	5.874035	9.415725	7.307655	6.584575
APOL4	0.7025855	1.12686	0.741343	0.719954
APOL6	2.59069	0.6367745	3.497455	1.19241
APOLD1	3.11717	3.86975	3.542435	4.695005
APOM	12.5459	11.82195	8.30292	9.383275
APOO	25.3821	19.4002	15.29415	14.36005
APOOL	9.266115	6.74349	8.42835	7.69822
APOPT1	20.1226	17.10665	20.70135	15.59505
APP	121.4555	105.1075	150.9595	140.349
APPBP2	4.820705	6.774105	5.28441	6.65462
APPL1	6.29384	5.30455	7.959075	7.528115
APPL2	6.45379	7.95094	7.78005	8.617185
APRT	392.769	359.949	340.602	329.2535
APTX	11.4657	8.409905	18.7929	16.93895
AQP1	1.576625	0.38872	1.625645	0.3083215
AQP7P3	1.26201	0.6210685	0.8094	0.2390785
AQR	36.90855	39.7583	41.34555	45.8
ARAF	40.82975	51.5677	31.75945	37.65905
ARAP1	25.72485	17.1219	20.37955	13.40125
ARAP2	2.67346	1.864745	2.422995	1.969215
ARAP3	7.336755	3.47256	4.99347	3.12508
ARCN1	43.7179	50.56885	53.04825	61.7378
AREG	20.0535	4.818165	4.505905	1.667255
ARF1	546.6985	556.851	458.073	491.423
ARF3	72.70155	67.67185	70.4852	71.3445
ARF4	55.0699	70.00095	61.47685	71.5239
ARF5	130.764	143.911	114.214	120.4305
ARF6	43.43275	43.77265	48.5817	52.2756
ARFGAP1	44.3195	59.1227	41.4169	54.3978
ARFGAP2	32.65395	29.57985	35.37905	33.91885
ARFGAP3	11.7066	18.23725	8.072315	13.9865
ARFGEF1	9.24129	5.751655	8.809045	7.005475
ARFGEF2	15.4369	17.09955	17.22585	17.8272
ARFIP1	19.63805	29.0528	20.84755	31.33685
ARFIP2	22.24855	35.44515	24.20335	36.9779
ARFRP1	21.2709	17.703	21.0114	22.81015
ARG2	4.267695	7.489825	4.22552	7.732675
ARGLU1	49.0603	46.0215	47.6802	45.0051
ARHGAP1	19.95675	22.37865	19.8654	20.75735
ARHGAP10	5.779955	3.57334	5.737915	5.46982
ARHGAP11A	45.25335	36.245	49.7094	51.79705
ARHGAP11B	4.60794	4.87616	5.02865	4.84431
ARHGAP12	6.02786	9.554225	5.82026	7.957675
ARHGAP17	14.9482	23.41275	15.3578	20.5374
ARHGAP18	11.5503	11.32625	16.4304	11.28325
ARHGAP19	4.955535	3.052285	3.81173	3.6758
ARHGAP21	11.6267	8.528915	16.0427	12.5057
ARHGAP23	0.625221	0.675549	0.962034	0.774061
ARHGAP26	1.829425	5.878005	2.57732	5.660475
ARHGAP27	23.83945	36.2856	20.4972	18.8736
ARHGAP29	47.10665	40.00615	47.2359	38.99235
ARHGAP31	2.86067	1.18748	0.559124	0.2988835
ARHGAP32	1.43894	1.16893	1.41393	1.4285
ARHGAP35	9.69374	10.31705	11.2927	14.45395
ARHGAP39	4.43026	4.167395	3.043275	3.10652
ARHGAP4	0.425363	1.21556	0.539709	0.88094
ARHGAP40	3.81625	3.189685	1.22401	0.509317
ARHGAP44	0.3162315	0.376729	2.306245	2.21123
ARHGAP5	8.19586	8.907135	8.444705	9.467275
ARHGAP5-AS1	2.74675	5.03812	1.77856	2.22609
ARHGAP8	12.46755	11.09825	7.906865	7.57842
ARHGDIA	291.5625	284.7805	320.6565	336.1965
ARHGDIB	43.5134	23.68115	82.70125	48.75455
ARHGEF1	32.3923	16.77845	31.9268	20.4767
ARHGEF10	6.633285	2.469535	7.67633	6.300375
ARHGEF10L	1.82185	0.317893	0.270441	0.0433381
ARHGEF11	8.563895	8.128985	6.739725	8.091815
ARHGEF12	10.28955	14.381	13.43825	17.0766
ARHGEF16	10.96298	3.652105	5.3411	2.470165
ARHGEF17	4.95797	3.942135	2.34196	1.96263
ARHGEF18	11.8161	17.292	16.5577	22.54835
ARHGEF19	21.6696	7.780895	11.35575	6.765685
ARHGEF2	20.5437	21.4989	24.8392	24.3016
ARHGEF25	8.26742	2.046185	3.428245	1.45257
ARHGEF26	3.759515	3.684665	2.727365	3.6165
ARHGEF26-AS1	1.693345	2.23019	1.192125	1.2375
ARHGEF28	2.76693	2.97837	6.819475	6.299255
ARHGEF3	1.974925	2.93151	3	3.3237
ARHGEF35	1.63693	1.218175	2.116355	1.597795
ARHGEF37	3.03659	2.51633	3.89971	2.90295
ARHGEF38	0.986124	0.286426	2.452245	0.605287
ARHGEF39	5.681545	4.306905	5.6974	4.9128
ARHGEF4	10.9708	12.9256	15.0058	16.29595
ARHGEF40	3.600525	0.766322	0.59338	0.2499455
ARHGEF7	10.1112	14.08405	11.4866	13.50865
ARHGEF9	4.250915	4.28544	4.015715	4.024455
ARID1A	18.37075	11.98075	10.046605	9.165595
ARID1B	9.40666	5.096645	9.77373	6.722615
ARID2	5.87552	2.496375	6.14867	3.183425
ARID3A	1.380035	0.3589505	1.33768	0.9703665
ARID3B	2.289565	2.480995	2.67604	2.574085
ARID4A	5.014765	5.616085	5.01542	5.56587
ARID4B	13.3355	16.8675	12.3868	12.5993
ARID5A	2.532395	3.462775	2.979245	4.10257
ARID5B	2.44595	2.169015	1.901985	1.25424
ARIH1	26.5572	27.54695	33.71105	37.68835
ARIH2	34.40245	32.58385	43.81305	45.0782
ARIH2OS	0.9133975	1.354645	0.9377865	1.185565
ARL1	19.59655	16.6803	23.96955	23.8604
ARL10	3.201325	0.5224495	1.55933	0.5775715
ARL13B	7.569725	9.627175	7.38213	12.0569
ARL14	14.90925	51.8499	11.589	22.1604
ARL14EP	12.73095	9.82582	16.4981	13.6619
ARL15	1.71153	5.71927	1.39008	3.9771
ARL16	27.5578	39.6	24.24335	27.8292
ARL2	104.4035	71.5042	109.0545	89.785
ARL2BP	34.27795	40.0375	52.452	58.87755
ARL3	5.118865	7.204675	3.40219	5.36502
ARL4A	15.38805	10.39195	21.75795	14.36
ARL4C	4.05665	3.96623	10.31055	6.04893
ARL4D	3.681205	2.74495	4.61162	3.68661
ARL5A	32.28955	23.0559	33.2235	26.4467
ARL5B	6.68968	7.052965	9.69416	9.19143
ARL6	5.719975	11.82505	5.298865	8.5726
ARL6IP1	130.2155	252.408	161.5325	321.399
ARL6IP4	57.4838	64.4512	54.86175	64.4166
ARL6IP5	34.9801	24.18735	42.14295	22.80105
ARL6IP6	23.499	28.00885	21.772	31.75535
ARL8A	22.24175	19.27115	18.8246	15.4697
ARL8B	42.7724	53.1122	61.49355	74.86175
ARMC1	24.9751	26.2828	28.26015	32.68115
ARMC10	25.22535	26.0835	36.5884	36.39095
ARMC12	1.26328	1.60479	0.932103	1.115635
ARMC2	0.569933	1.05656	0.6002475	1.0745345
ARMC5	5.688175	8.45775	7.37611	7.77009
ARMC6	26.54005	12.56775	36.2895	21.45715
ARMC7	4.92802	6.79974	5.1639	5.01299
ARMC8	16.0429	12.8749	15.449	14.16995
ARMC9	7.612565	6.76391	4.307975	5.032035
ARMCX3	5.55032	5.898655	8.327925	8.172235
ARMCX5	4.92496	4.301775	4.904665	5.200635
ARMCX5-GPRASP2	1.65637	1.18376	2.19542	0.9992135
ARMCX6	9.866165	6.560435	9.61584	6.58632
ARNT	7.581665	8.483255	6.006505	6.39752
ARNTL	10.1006	14.8293	11.3615	14.91005
ARNTL2	10.030205	8.15599	15.1054	13.66535
ARPC1A	76.0093	93.3019	80.78215	98.12545
ARPC1B	150.014	181.4365	162.3835	178.2635
ARPC2	207.5065	199.3965	173.6705	157.3385
ARPC3	254.446	235.1145	255.895	229.429
ARPC4	142.34	180.3275	155.3065	162.0055
ARPC4-TTLL3	0.8102415	1.0929585	0.715081	0.83945
ARPC5	117.539	133.844	107.977	126.8325
ARPC5L	128.1685	120.4885	142.5925	147.8355
ARPP19	39.94915	25.46255	58.877	51.5934
ARRB1	3.67787	1.310695	0.7880185	0.386735
ARRB2	31.45165	20.8225	30.4518	24.42535
ARRDC1	76.30815	103.8045	80.15475	103.024
ARRDC2	5.30504	3.60321	6.533645	4.496505
ARRDC3	9.68305	19.11125	7.362735	11.25935
ARRDC3-AS1	1.371585	2.067975	1.200535	1.21528
ARRDC4	4.5381	10.18405	7.68881	10.6785
ARSA	3.15609	5.372755	1.78362	3.142345
ARSB	4.715385	3.7587	3.781145	3.416965
ARSI	2.153625	0.750274	0.8178895	0.796512
ARSJ	2.555665	1.359285	2.10307	1.30033
ARSK	2.38873	4.530535	3.09396	5.792595
ARTN	2.98186	6.30268	0.8079335	1.142485
ARV1	26.2281	33.5312	19.924	24.10655
ARVCF	1.55962	3.328095	1.28334	2.462245
ASAH1	26.7658	29.76905	30.12755	35.0063
ASAP1	19.77045	13.6632	18.98635	15.0736
ASAP2	18.3707	16.73055	20.10665	22.5129
ASAP3	11.4561	7.041515	1.875105	2.08021
ASB1	8.128495	4.82622	6.904275	5.43746
ASB13	20.5419	10.84495	25.4061	18.82175
ASB16	1.137825	2.672675	0.783459	1.74738
ASB16-AS1	3.35744	9.03996	3.21374	7.227135
ASB3	6.30883	7.764315	6.69136	8.263875
ASB6	17.90335	20.8438	21.92015	24.4134
ASB7	7.273	6.997445	9.32969	7.730045
ASB8	5.86858	7.102655	7.35189	7.10227
ASB9	10.4621	5.24698	9.45918	4.08293
ASCC1	22.9766	22.60895	19.3678	18.5304
ASCC2	21.69835	28.05005	26.21585	31.09855
ASCC3	22.5429	20.0851	21.94895	22.4437
ASF1A	21.71055	26.11005	23.0938	29.2847
ASF1B	49.4086	44.90415	59.5082	86.43185
ASH1L	5.73774	9.468005	5.757515	6.583385
ASH1L-AS1	2.212225	4.05753	1.266195	2.176505
ASH2L	13.2427	16.94125	10.46175	14.245
ASIC1	1.8883	0.494828	1.4422	0.4111585
ASIC3	0.563062	1.646205	0.9858985	1.92062
ASL	19.8844	39.06155	13.8638	22.4621
ASNA1	63.791	69.42895	109.7565	111.873
ASNS	24.28155	68.99765	56.8591	100.172
ASNSD1	41.0117	32.21925	46.31135	38.98265
ASPH	52.79075	66.093	41.57575	56.73375
ASPHD1	7.9033	4.89891	5.462535	4.62859
ASPHD2	1.4195	0.542582	3.627585	2.089775
ASPM	28.5925	35.0942	19.2455	26.9848
ASPSCR1	14.05295	9.985865	20.5709	15.12425
ASS1	74.44645	60.06125	97.85395	96.2404
ASTE1	3.74502	2.86492	2.946295	2.23485
ASTN2	6.07294	8.783145	4.99625	4.86345
ASUN	62.0672	47.0587	72.13295	64.84495
ASXL1	22.27745	16.29805	22.50905	17.72055
ASXL2	8.599765	9.974845	11.67445	11.6692
ATAD1	28.1913	24.3207	28.43975	25.5709
ATAD2	45.56345	24.5735	38.9074	41.83155
ATAD2B	2.72285	2.73647	2.707345	2.383375
ATAD3A	22.60315	16.9244	15.1262	15.3752
ATAD3B	14.3555	8.852475	11.8423	8.1388
ATAD5	4.449775	2.4799	4.76636	4.49054
ATAT1	5.195035	5.68785	1.929565	2.00763
ATE1	11.60785	5.578275	11.5009	7.387885
ATF1	15.6531	9.76813	23.09635	15.46145
ATF2	9.79337	11.54115	10.43075	10.83405
ATF3	1.033175	6.467495	4.20809	8.08975
ATF4	303.464	451.366	400.7845	402.664
ATF5	12.30465	19.3178	20.27395	29.7884
ATF6	7.89798	8.148765	8.490035	9.07179
ATF6B	27.55435	16.01085	15.37	11.25085
ATF7	14.5393	14.0109	13.00785	13.193
ATF7IP	19.142	31.5803	24.07775	37.96115
ATG10	1.721655	1.70773	0.7438415	0.579797
ATG12	8.03415	10.10585	12.87065	14.4273
ATG13	17.9743	20.6421	24.3874	25.87225
ATG14	6.387805	7.29786	8.272505	7.586965
ATG16L1	17.9653	19.0711	16.8686	18.12765
ATG16L2	2.58788	4.740895	1.86803	3.74073
ATG2A	9.737765	26.7543	7.812745	16.77325
ATG2B	3.5812	4.48221	3.1951	3.7218
ATG3	70.7894	54.8905	77.1724	66.4323
ATG4A	2.70971	7.155405	4.175975	6.232405
ATG4B	7.75642	15.363	9.088105	14.23725
ATG4C	7.632215	5.030745	7.4562	7.515035
ATG4D	10.64455	12.87695	14.71065	16.534
ATG5	17.5207	25.07555	24.21235	30.3566
ATG7	7.980065	8.659235	10.24395	10.7036
ATG9A	27.6548	23.9721	22.24885	20.1792
ATHL1	2.24966	0.665276	1.70573	0.713786
ATIC	116.194	58.8787	94.55415	58.04495
ATL1	7.14078	5.30616	6.113155	5.353515
ATL2	38.04525	37.3115	38.05335	41.6898
ATL3	42.31075	22.19365	31.2155	22.47485
ATM	4.468475	4.949085	5.77246	6.1522
ATMIN	25.6858	27.7719	25.2114	28.6873
ATN1	46.79585	20.82225	37.56725	21.245
ATOX1	95.4865	111.8875	117.3505	110.2155
ATP10D	2.264055	5.78306	2.60917	5.36953
ATP11A	8.346465	5.46163	10.184125	9.19279
ATP11B	13.11145	18.563	10.001925	14.9044
ATP11C	16.691	10.84825	12.1345	9.858535
ATP13A1	25.01285	26.9248	27.89195	31.4919
ATP13A2	11.91605	15.22155	6.765435	11.52905
ATP13A3	46.4	38.80245	66.83735	50.798
ATP1A1	371.3775	452.635	291.9315	340.865
ATP1A1OS	237.8005	284.9285	180.5635	211.4705
ATP1B1	41.2094	41.85875	39.14895	38.2043
ATP1B3	97.24285	122.1475	103.836	144.2975
ATP2A1	0.5891525	1.172475	0.5878495	0.6965485
ATP2A2	75.3989	81.6073	79.9662	95.40255
ATP2A3	1.65742	1.28903	1.047525	1.83269
ATP2B1	25.31515	22.318	25.1046	31.60065
ATP2B4	8.95887	11.08245	9.74155	10.84935
ATP2C1	36.8073	30.32875	39.46545	32.8068
ATP2C2	3.161325	2.619515	3.309635	2.15049
ATP5A1	525.65	555.7285	563.0975	617.952
ATP5B	633.935	711.8555	844.2075	860.3045
ATP5C1	233.8045	226.2405	331.9425	306.248
ATP5D	106.9435	88.7164	112.1295	101.2259
ATP5E	729.14	881.0915	816.205	888.1725
ATP5F1	163.1085	128.244	136.217	102.47845
ATP5G1	123.348	102.5575	123.6315	106.5545
ATP5G2	126.8375	90.52725	116.6165	87.533
ATP5G3	146.7505	141.799	138.8725	127.0845
ATP5H	189.1135	231.875	186.9815	206.873
ATP5I	582.6995	537.521	468.4935	371.181
ATP5J	137.333	119.5755	129.3815	104.9905
ATP5J2	313.915	351.2775	401.6255	383.6685
ATP5J2-PTCD1	2.60632	2.80185	4.766015	7.011215
ATP5L	86.4932	85.3105	100.9121	90.6888
ATP5O	163.577	153.643	202.543	180.872
ATP5S	6.52022	7.92168	6.74426	8.77131
ATP5SL	18.15895	28.3671	26.48575	37.97045
ATP6AP1	99.4224	109.868	80.07915	98.6037
ATP6AP1L	2.53706	1.877385	2.56831	2.53776
ATP6AP2	75.3847	93.9629	69.2577	82.66905
ATP6V0A1	11.2997	22.3206	16.13465	20.98805
ATP6V0A2	7.5664	6.761925	10.2345	10.71485
ATP6V0B	163.43	204.502	125.3765	140.777
ATP6V0C	108.191	169.564	125.8305	177.8255
ATP6V0D1	54.1703	97.22805	50.93505	80.15625
ATP6V0E1	92.81365	125.2565	149.4755	140.5085
ATP6V0E2	14.7205	15.9905	24.03465	26.74915
ATP6V1A	22.21635	32.4428	20.476	27.56835
ATP6V1B1	2.37928	3.69594	1.08151	2.103465
ATP6V1B2	31.02385	40.4821	34.8338	44.3541
ATP6V1C1	20.072	17.64325	22.65445	22.6772
ATP6V1C2	0.944439	1.07932	2.489795	3.062465
ATP6V1D	22.6589	43.87005	29.9319	44.46445
ATP6V1E1	72.4965	101.585	75.54395	90.98535
ATP6V1E2	3.129575	1.81267	3.618685	2.70633
ATP6V1F	127.2765	148.58	172.062	180.1095
ATP6V1G1	87.73795	81.4427	134.163	124.3555
ATP6V1H	21.7151	25.16625	19.10595	20.90185
ATP7A	1.99384	2.492105	1.725405	2.435675
ATP7B	1.49549	0.969119	1.416465	1.14334
ATP8A1	1.213805	2.00748	0.3782715	0.749466
ATP8A2	7.896635	12.0317	4.46835	5.703285
ATP8B1	5.1146	4.812585	6.24782	6.558565
ATP9A	6.968565	0.9211665	4.940425	1.25252
ATP9B	1.91941	1.67644	2.354315	1.93122
ATPAF1	57.4983	49.13875	41.9193	38.78545
ATPAF2	6.239515	12.92485	7.65781	14.1001
ATPBD4	8.268755	4.493925	10.26552	6.897935
ATPIF1	189.888	195.683	117.826	119.143
ATR	16.3414	12.3431	13.9378	15.0924
ATRAID	114.2455	96.63505	121.6605	115.722
ATRIP	11.13195	13.268	12.97425	18.91805
ATRN	15.30675	16.6383	16.46655	19.53485
ATRX	13.14295	12.92045	9.352975	11.30575
ATXN1	2.83497	4.046225	1.350105	1.421405
ATXN10	32.88775	20.3706	29.6367	25.77815
ATXN1L	8.254005	7.49922	9.433275	9.493765
ATXN2	8.49273	8.0549	8.98831	8.83931
ATXN2L	71.6176	64.43285	69.7982	66.32915
ATXN3	2.61187	3.0941	2.10334	2.053265
ATXN7	4.342515	4.09325	5.23189	4.56656
ATXN7L1	1.523615	1.25426	1.23515	1.10547
ATXN7L2	4.82256	2.580395	4.24034	2.73153
ATXN7L3	22.69515	29.5004	25.9908	28.952
ATXN7L3B	33.2075	36.98085	32.6014	34.3639
AUH	10.4492	10.64145	11.351	10.88695
AUNIP	15.0856	8.092555	10.3288	9.45919
AUP1	140.6305	123.3305	156.696	132.471
AURKA	106.339	100.7169	91.1746	109.275
AURKAIP1	151.0215	152.3015	92.3503	92.46505
AURKAPS1	3.36524	3.77809	2.777055	2.2963
AURKB	103.265	108.6605	92.5793	139.288
AVEN	18.96835	10.74025	30.2923	25.6409
AVL9	12.00175	12.47505	11.88025	12.48915
AVPI1	84.50225	93.65475	126.9705	142.7955
AXIN1	17.60275	13.049	26.39615	22.7709
AXL	15.74925	10.11123	18.16115	20.9734
AZGP1	2.217185	1.234885	3.68765	3.95472
AZI1	5.59099	6.368405	2.651125	4.11898
AZI2	28.1478	22.3101	29.3016	22.10365
AZIN1	28.23365	30.32575	31.1426	29.928
B2M	286.424	457.4005	478.333	644.693
B3GALNT2	22.75195	27.55255	21.6042	24.26825
B3GALT4	4.54513	3.026795	0.6460895	0.414215
B3GALT6	10.96985	6.17127	6.36196	4.894445
B3GALTL	1.74531	1.0135615	2.84896	2.72997
B3GAT2	1.385405	1.1924265	1.50088	1.65279
B3GAT3	31.2056	55.5195	25.5942	44.65535
B3GNT1	25.2125	6.209315	19.5053	9.41992
B3GNT2	9.68234	14.85005	11.608	17.51555
B3GNT3	10.45644	8.98435	12.242	7.77162
B3GNT4	1.48159	1.3429	1.20593	1.54018
B3GNT5	36.74825	23.37675	44.3641	31.84415
B3GNT9	7.286515	5.13613	3.937545	3.710425
B3GNTL1	6.75369	4.80362	8.50236	6.606165
B4GALNT1	14.7487	3.20764	10.9836	4.078375
B4GALNT3	12.93275	10.76145	11.0852	8.58371
B4GALNT4	13.5972	3.215565	12.35285	5.433665
B4GALT1	22.11415	18.07765	53.10235	59.8241
B4GALT2	62.32045	15.7639	39.76055	21.36185
B4GALT3	15.8926	19.82005	11.85465	13.3012
B4GALT4	20.4013	24.1396	16.1347	20.9798
B4GALT5	28.7107	18.2808	29.16665	19.69985
B4GALT6	4.12173	2.570245	8.28098	5.98595
B4GALT7	13.53425	17.1689	11.01025	14.40785
B9D1	10.198135	9.26132	5.44591	5.225735
B9D2	1.76164	3.35729	2.15998	3.472225
BABAM1	61.9537	48.0713	55.61275	47.29915
BACE1	5.35339	6.820995	3.68417	4.53013
BACE1-AS	2.454695	1.847355	1.737985	1.469355
BACE2	14.97045	10.127465	15.69305	12.2168
BACH1	5.47533	7.51338	6.94447	6.974345
BAD	43.1356	44.24785	34.82955	32.3356
BAG1	5.492575	6.520285	12.46775	10.8525
BAG2	43.0111	32.2209	38.84355	31.37355
BAG3	27.7471	44.2539	24.84555	28.82555
BAG4	7.53706	7.746795	7.70346	8.389815
BAG5	14.88795	11.9739	14.4205	12.95615
BAG6	96.12595	103.4465	56.43335	64.8296
BAHCC1	2.861605	2.12146	1.67191	2.922205
BAHD1	12.7607	14.71945	16.6764	18.6176
BAI2	1.198495	0.582382	0.4175725	0.5716895
BAIAP2	10.503265	21.8098	6.025275	11.0688
BAIAP2-AS1	2.20394	1.768895	0.9678555	0.776025
BAIAP2L1	14.1089	16.08865	16.1046	21.3687
BAIAP3	0.2388775	1.147085	0.1177065	0.418437
BAK1	33.1188	31.61285	21.5063	18.8787
BAMBI	1.99413	6.63298	8.610625	11.40835
BANF1	202.6465	158.192	191.5495	159.458
BANP	7.024695	5.04158	9.460705	7.05715
BAP1	19.38215	14.26045	22.99915	22.8649
BARD1	6.309245	3.17024	4.382505	4.10623
BASP1	4.569315	4.329205	12.1646	17.9784
BAX	75.91945	60.26675	101.6718	87.4339
BAZ1A	16.5035	17.86645	14.4289	17.02745
BAZ1B	31.86295	20.25905	46.3555	39.65165
BAZ2A	20.62135	23.92005	17.2517	17.2129
BAZ2B	2.88192	2.646765	2.03892	1.690045
BBC3	3.187145	2.244635	3.1384	1.50233
BBIP1	6.093085	8.24582	5.33668	5.84978
BBS1	2.817475	6.98113	2.268265	3.7578
BBS10	8.008265	10.45855	8.6487	12.2675
BBS12	1.081816	2.10393	1.17716	1.606905
BBS2	10.9652	15.19235	16.6941	22.69235
BBS4	3.90855	7.55253	5.432455	7.92409
BBS5	16.0418	15.3976	12.76155	11.31005
BBS7	8.454565	12.7894	9.347305	13.9369
BBS9	1.542255	1.60775	1.5023	1.42359
BBX	15.8853	8.837685	11.84105	9.02741
BCAM	2.868915	4.2477	3.69624	5.014755
BCAP29	8.07814	10.171055	12.2475	16.3678
BCAP31	427.0465	461.2525	353.516	376.7995
BCAR1	19.16365	26.66845	20.24645	23.8612
BCAR3	42.29005	26.25555	35.39915	34.5708
BCAS2	77.76765	93.05325	66.1446	75.9302
BCAS3	0.9997055	1.82623	1.415315	1.84365
BCAS4	4.61198	3.704165	4.05066	5.787235
BCAT1	23.05175	3.23073	5.586655	1.245245
BCAT2	15.77795	16.25535	17.87695	17.05795
BCCIP	103.2155	62.63735	93.1223	61.9785
BCDIN3D	2.18498	3.348095	2.12353	2.951405
BCKDHA	16.71905	18.0554	19.55685	20.968
BCKDHB	8.18945	14.7886	6.89135	12.08505
BCKDK	32.44025	22.51205	29.5663	25.55115
BCL10	6.63809	8.91329	4.90392	5.45417
BCL11A	1.004971	0.2550525	0.860422	0.3460645
BCL11B	0.7433925	0.1589805	1.414485	0.695747
BCL2	1.662005	0.240258	2.03346	1.16145
BCL2L1	39.7871	34.8534	63.8503	53.41165
BCL2L11	4.612065	5.37999	5.964275	8.79229
BCL2L12	23.12435	27.0438	23.42375	30.5227
BCL2L13	12.3858	11.29045	12.037	11.79815
BCL2L2	11.79385	8.35452	12.1676	9.238805
BCL2L2-PABPN1	58.3139	44.54265	66.28275	49.4965
BCL3	9.78704	6.07675	15.84455	14.10305
BCL6	5.628665	11.3289	6.97709	12.24855
BCL7A	4.978275	1.0708125	8.42774	5.20552
BCL7B	29.61425	34.6554	42.07135	46.5871
BCL7C	56.4378	51.02065	35.9985	29.91765
BCL9	1.87297	1.215995	1.66639	1.14668
BCL9L	14.16865	13.72495	17.75865	15.73835
BCLAF1	52.749	66.7826	51.1844	59.39685
BCOR	6.146195	2.9727	4.62438	4.281605
BCORL1	3.71435	4.378745	2.791295	4.37575
BCR	12.5784	12.05205	16.364	16.17035
BCS1L	27.6722	19.22285	24.8671	19.76325
BCYRN1	546.9625	763.79	754.873	784.0715
BDH1	15.17675	4.78326	8.08893	4.71153
BDH2	3.514545	2.284485	2.52924	1.372155
BDKRB1	0.06213475	0.0990528	1.29694	0.4780975
BDNF	0.25412	0.144391	2.859835	1.446885
BDP1	5.74642	6.438445	6.80225	7.117305
BECN1	35.53855	44.51205	49.7851	55.57285
BEGAIN	7.37564	0.3934985	3.93766	0.4586075
BEND3	3.58577	0.3941525	4.835885	1.183905
BEND6	1.365395	3.475445	0.6041035	1.78001
BET1	8.54222	6.06992	12.32735	10.2901
BET1L	22.0436	26.0792	25.5267	28.98315
BEX2	1.285705	1.273125	2.87931	2.321975
BFAR	20.84855	16.07515	28.60515	25.3901
BFSP1	3.24535	4.735765	2.190055	1.82371
BGN	3.439705	2.704185	1.25539	0.867562
BHLHA15	1.55294	0.1624165	1.84294	0.3633445
BHLHB9	1.027988	0.7672465	1.88765	0.944316
BHLHE40	45.459	70.96895	36.9077	38.04405
BHLHE41	28.2173	7.525605	30.1768	13.2478
BICC1	2.6488	1.63419	1.593705	1.6689
BICD1	4.74931	4.286205	6.132375	5.25308
BICD2	22.2694	21.74455	23.85615	25.5318
BID	21.53345	12.3774	17.22335	10.62335
BIK	8.16258	8.21059	8.073275	5.43982
BIN1	23.49425	13.09455	21.22165	16.9251
BIN3	12.6774	19.5953	10.144175	13.4323
BIRC2	20.21395	22.3672	27.89	28.04005
BIRC3	3.77309	3.547675	17.31305	12.97075
BIRC5	59.2418	59.39145	41.02435	46.16765
BIRC6	7.85144	8.55131	8.80473	8.292125
BIVM	7.70598	2.869885	6.370575	3.218155
BIVM-ERCC5	5.47436	2.239255	4.63913	2.38966
BLCAP	29.0638	31.56375	23.07515	24.8325
BLM	15.18035	9.97991	22.6645	24.4326
BLMH	37.9632	20.1936	42.5271	33.1497
BLOC1S1	35.73035	33.18075	33.41095	33.3211
BLOC1S1-RDH5	0.2983495	0.825806	0.9160655	0.515245
BLOC1S2	14.12625	22.8073	10.7364	12.9377
BLOC1S3	8.916795	8.29916	10.8469	10.9457
BLOC1S4	14.85195	14.7086	11.91395	12.0075
BLOC1S5	3.98457	4.10689	1.045964	1.126194
BLOC1S5-TXNDC5	10.13646	8.43797	8.1828	5.599155
BLOC1S6	10.7847	9.94146	16.21945	15.7377
BLVRA	24.441	18.8031	19.96085	20.14045
BLVRB	48.5386	67.77735	43.34725	53.08005
BLZF1	8.39068	12.7057	8.423685	9.876155
BMI1	16.32665	6.351485	23.55805	15.6065
BMP1	14.3933	11.3815	8.002855	7.76469
BMP2	3.62494	1.28403	8.595885	4.4678
BMP2K	5.88159	9.65568	7.0677	9.427925
BMP4	5.99565	5.495825	12.7235	8.72068
BMP5	11.01805	11.5673	9.57505	9.18034
BMP6	1.54918	1.282385	0.7470465	0.871127
BMP8B	0.957917	1.302265	0.666962	1.176335
BMPR1A	12.3596	7.44978	9.83431	6.756295
BMPR1B	1.224625	0.356145	1.56762	0.6082865
BMPR2	2.311505	3.461685	1.79712	2.83245
BMS1	13.6275	15.5745	14.7191	18.15115
BMS1P4	3.53016	6.0009	2.358525	3.21846
BNC1	25.0513	27.2466	38.60585	40.84555
BNIP1	10.588	6.256365	13.41335	8.72176
BNIP2	11.40385	12.5619	15.5436	15.6131
BNIP3	38.3889	72.17585	31.64045	35.7311
BNIP3L	13.99445	26.13575	8.12293	15.05635
BOD1	27.36885	17.80585	34.13445	25.7274
BOD1L1	10.45735	10.04465	9.74346	10.031605
BOK	5.94808	3.66877	4.782085	4.564385
BOLA1	10.46217	11.36765	7.4819	11.13045
BOLA3	140.553	94.20085	150.7315	106.667
BOLA3-AS1	4.773365	1.449565	3.35796	1.639615
BOP1	68.6116	67.6882	52.0909	58.8753
BORA	11.0161	10.07978	8.068445	7.92884
BPGM	2.697625	3.588825	4.188675	5.871035
