SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
ANKHD1-EIF4EBP3	6.230935	9.937675	0.6734596939656	0.0886618175072783
ANKIB1	13.8686	16.12405	0.21739200343908	0.152054823038656
ANKLE1	6.223435	3.526785	-0.81935746112021	0.00510938563415304
ANKLE2	41.72725	37.07235	-0.170646274245965	0.0305555311930143
ANKMY1	0.940401	1.69006	0.845726487308638	0.0294534900674187
ANKMY2	5.99018	6.803585	0.183695787780631	0.0792988508022874
ANKRA2	3.967105	4.051795	0.0304746002768494	0.661786066194321
ANKRD10	22.56655	24.82105	0.137378272285689	0.35085333452785
ANKRD11	15.59505	14.7236	-0.0829577169268299	0.67334634257781
ANKRD12	3.412775	4.727895	0.47025269312539	0.0498135210797178
ANKRD13A	11.2927	16.3639	0.535126161104333	0.0266239515280089
ANKRD13B	17.3995	8.494985	-1.03436254363533	0.0125820260575442
ANKRD13C	7.75757	7.46116	-0.0562048635729283	0.240792197721557
ANKRD13D	13.29965	13.3299	0.00327767789981622	0.943925231714689
ANKRD16	7.605215	6.079055	-0.323141962055959	0.110783067206618
ANKRD17	28.25055	27.5525	-0.0360957262001815	0.868264736055728
ANKRD19P	0.824819	0.3257275	-1.34041203966046	0.0987771156972965
ANKRD20A12P	0.788645	1.357135	0.783116300983869	0.0212527069608298
ANKRD20A9P	0.683062	0.662698	-0.0436649692233509	0.66170989061573
ANKRD22	3.356205	1.317035	-1.34953715407129	0.0205963624938747
ANKRD23	1.60374	1.74295	0.120090913943362	0.457745612895165
ANKRD26	5.564065	7.46404	0.423817443957897	0.0855646297403295
ANKRD27	23.12185	21.2957	-0.118694681029395	0.233128810382464
ANKRD28	26.46705	18.57775	-0.51062161823038	0.0346294026665105
ANKRD29	3.660205	2.31535	-0.660694157896314	0.0699997160190918
ANKRD30BL	1.663145	4.85459	1.54543550196434	0.0853985653309174
ANKRD32	7.39294	7.263595	-0.0254644409044522	0.71152086452608
ANKRD34A	0.7357445	0.356808	-1.04405689013493	0.0400373691620532
ANKRD36BP1	3.04713	2.307585	-0.40106726058631	0.370204000599247
ANKRD37	4.60263	10.008235	1.12065719466898	0.0738586820753304
ANKRD39	17.92075	15.609	-0.19925290363543	0.0438621194748805
ANKRD40	23.62575	15.9547	-0.566378646913337	0.00103108439860011
ANKRD42	2.055265	3.30902	0.687079588570077	0.0289274694596966
ANKRD46	6.58462	7.62467	0.211574713655241	0.274482435420956
ANKRD49	8.317085	10.56485	0.345122402554378	0.046342328809778
ANKRD50	4.45653	6.624475	0.571885305546273	0.0825613336129796
ANKRD52	21.62975	23.4675	0.117647168796427	0.350449979253878
ANKRD54	12.0076	16.89	0.492221504664673	0.0275995116719092
ANKRD9	5.438955	4.92977	-0.141809150727843	0.67609667276103
ANKS1A	8.103975	8.9825	0.148487306659915	0.116581195663119
ANKS1B	1.627085	2.6544	0.706096171081094	0.120164171880989
ANKS3	5.51271	3.931285	-0.487760753155896	0.0508400160744483
ANKS6	10.4855	10.3957	-0.0124087517343906	0.765547486725846
ANKZF1	16.472	19.2868	0.227598061124485	0.0601200927735394
ANLN	48.8188	67.72275	0.472203724454183	0.012559759904717
ANO1	2.84324	0.516135	-2.46171551243721	0.00574223020864035
ANO10	8.541905	13.27965	0.636587365301862	0.0133581654684458
ANO6	17.96535	20.88345	0.217143026429831	0.188208026831584
ANO8	4.401225	5.657355	0.36222257592202	0.143298417059417
ANO9	2.765045	1.806095	-0.614429179838163	0.00852552708872261
ANP32A	96.49275	50.35395	-0.938315594866786	0.0540369323707831
ANP32B	292.3555	133.6005	-1.12979832546979	0.0605081086362589
ANP32E	36.82505	25.7542	-0.515879757639301	0.000650111401956579
ANPEP	158.156	207.9615	0.394968177604179	0.00821849128705466
ANTXR1	20.96145	22.14075	0.0789655748897379	0.288677446750333
ANTXR2	9.586335	12.7307	0.409260486526019	0.0577679541653058
ANXA1	535.9045	495.204	-0.113952962498616	0.355881875714647
ANXA11	24.8197	22.4484	-0.144873056303826	0.243041574857293
ANXA2	398.85	472.6795	0.245016018788151	0.132933497875478
ANXA3	141.32	77.26725	-0.871036696971679	0.00416639552036639
ANXA4	21.4942	29.20185	0.442112354675047	0.0745656829481396
ANXA5	298.5095	392.6595	0.39550195639574	0.0590920668907442
ANXA7	69.2457	87.7622	0.341875205425904	0.0417237313012979
ANXA8L2	1.439355	0.61914	-1.21708488595678	0.0228102731386616
ANXA9	0.734893	0.233541	-1.65385836078538	0.0118306057982046
AOC2	2.162565	2.196265	0.0223086432109257	0.541416397775708
AOC3	0.929974	0.9545485	0.0376281196585478	0.887620171682518
AOX1	1.698065	0.908383	-0.902519072687531	0.0457286950666038
AP1AR	20.22495	19.6458	-0.0419152188120207	0.561228031956768
AP1B1	29.67795	45.07635	0.602979258392967	0.0308226446170054
AP1G1	20.56185	26.8287	0.383807076501441	0.0211802835318732
AP1G2	18.2395	25.3209	0.473262503085133	0.0714470226691844
AP1M1	17.85195	21.41335	0.262428844041372	0.0832106918645813
AP1M2	49.79045	50.6957	0.0259943289242485	0.819314816611027
AP1S1	89.07785	44.59315	-0.998244624098711	0.0817658516058726
AP1S2	6.27906	10.18815	0.698271602394103	0.0262316033396275
AP1S3	13.1727	10.74665	-0.293664078482846	0.00720290147883385
AP2A1	21.93285	32.0271	0.546199879441753	0.00579354299059007
AP2A2	15.17645	22.2258	0.550400986510801	0.00455998449970577
AP2B1	54.24625	49.11185	-0.143452240042163	0.27761320515968
AP2M1	216.389	253.1425	0.226322578791136	0.0145692847998502
AP2S1	117.9355	122.547	0.0553371146788276	0.7071316182415
AP3B1	20.02645	21.27335	0.0871405345185528	0.180273879895127
AP3B2	2.87714	9.903505	1.78330378362438	0.030170384798565
AP3D1	55.4882	74.96375	0.434012120747915	0.0331629962964596
AP3M1	13.2657	13.40005	0.0145375786411002	0.774750639624168
AP3M2	21.072	26.37435	0.323808288104909	0.119089695267507
AP3S1	52.8693	60.7889	0.201377687586802	0.151897035126959
AP3S2	13.0184	15.3477	0.237470322213116	0.177629948566517
AP4B1	8.021135	7.640885	-0.0700666471108211	0.657826820655242
AP4B1-AS1	0.6028075	0.7124285	0.241047864441414	0.372759284677571
AP4E1	6.81178	6.852895	0.00868174114761791	0.924472217848522
AP4M1	6.139265	7.0823	0.206152011523514	0.0466458258262538
AP4S1	3.086885	2.314965	-0.415161355722167	0.209045881194929
AP5B1	7.35131	5.97616	-0.298782586455638	0.0443088151482709
AP5M1	25.71155	19.9063	-0.369191493408888	0.00641523110022406
AP5S1	10.167765	16.12375	0.665184727474072	0.01204066749069
AP5Z1	6.840835	8.29168	0.277492006896566	0.0602018219132561
APAF1	4.16077	7.94846	0.933824826912443	0.00636517527956443
APBA2	0.983836	0.2457805	-2.00104738820497	0.00434828869321196
APBA3	8.734835	9.628775	0.140571814937285	0.17213615433041
APBB1	6.60841	5.79101	-0.190488209347466	0.0933566180482227
APBB2	4.08689	5.19881	0.347178016993755	0.0282301384257142
APBB3	5.3865	7.47053	0.471862445548829	0.0766835831039959
APC	5.539415	5.10273	-0.118464319252133	0.258432099519038
APEH	62.9428	75.7107	0.26645584891516	0.0672902551325033
APEX1	146.4505	140.908	-0.0556595963093952	0.740047368029561
APEX2	45.0238	43.97325	-0.034061661095117	0.773571297838369
APH1A	80.95965	55.24665	-0.551316066846234	0.0389110948534107
APH1B	1.436785	1.178225	-0.286229123511653	0.224068704334276
API5	72.7028	81.5352	0.16541209979561	0.0258253218472356
APIP	35.1968	31.25745	-0.171244181524517	0.294957655456077
APITD1	21.96725	22.80925	0.0542647342732854	0.695528432559779
APITD1-CORT	1.722475	1.391495	-0.307847319103601	0.29892639638049
APLF	1.80761	3.851055	1.09117028419186	0.00805611091300278
APLP1	0.6679785	1.0442425	0.644583208738515	0.0284391804837179
APLP2	38.1257	79.27265	1.05605937880812	0.00951915718744289
APMAP	102.3455	149.043	0.542280948544728	0.0156187950445751
APOA1BP	79.61385	96.614	0.279212829528554	0.112306109627629
APOBEC3B	1.482185	1.312755	-0.175127839324388	0.643901260982995
APOBEC3C	6.02355	3.24603	-0.891937661520595	0.0912818270365646
APOBEC3F	1.951185	1.43771	-0.440577872783409	0.0190563544835856
APOC1	4.70311	4.036815	-0.220397603261803	0.143403362986784
APOE	1.113736	1.0063785	-0.146234290436396	0.778394275812026
APOL2	7.307655	6.584575	-0.150318199792522	0.155822419176433
APOL4	0.741343	0.719954	-0.0422364627982963	0.835316061974706
APOL6	3.497455	1.19241	-1.55242511559846	0.0151741332002307
APOLD1	3.542435	4.695005	0.406385312862883	0.00732339838033142
APOM	8.30292	9.383275	0.176472749901927	0.296232689977306
APOO	15.29415	14.36005	-0.090919156278776	0.444262577195408
APOOL	8.42835	7.69822	-0.130725324368825	0.0784558599543467
APOPT1	20.70135	15.59505	-0.408636675253884	0.250617025193061
APP	150.9595	140.349	-0.105142765093978	0.0354886944868957
APPBP2	5.28441	6.65462	0.332613881113967	0.0173236455911432
APPL1	7.959075	7.528115	-0.0803121042208138	0.291933713155242
APPL2	7.78005	8.617185	0.147437230039021	0.179502088574819
APRT	340.602	329.2535	-0.0488881299170697	0.473339653697067
APTX	18.7929	16.93895	-0.149843262746038	0.331099654860622
AQP1	1.625645	0.3083215	-2.39850484281727	0.040437438054044
AQP7P3	0.8094	0.2390785	-1.75936845270116	0.0195377821595546
AQR	41.34555	45.8	0.147615537085519	0.286837214373333
ARAF	31.75945	37.65905	0.245810677929748	0.0199130926039099
ARAP1	20.37955	13.40125	-0.604754621598272	0.00669625347462262
ARAP2	2.422995	1.969215	-0.299170793608003	0.064588314976715
ARAP3	4.99347	3.12508	-0.676149581440344	0.00578190563491565
ARCN1	53.04825	61.7378	0.218848914955079	0.0511076211580872
AREG	4.505905	1.667255	-1.43434212126212	0.0115119237707079
ARF1	458.073	491.423	0.101387852320683	0.101002253275489
ARF3	70.4852	71.3445	0.0174818534882925	0.719585486719361
ARF4	61.47685	71.5239	0.2183821598671	0.209088628623013
ARF5	114.214	120.4305	0.0764613099317341	0.502581463255059
ARF6	48.5817	52.2756	0.105724741122208	0.182304813254781
ARFGAP1	41.4169	54.3978	0.393328732220828	0.00878460401140958
ARFGAP2	35.37905	33.91885	-0.0608080522834515	0.470836513361726
ARFGAP3	8.072315	13.9865	0.792980607897093	0.0353666814401488
ARFGEF1	8.809045	7.005475	-0.330502748555176	0.150383988506652
ARFGEF2	17.22585	17.8272	0.0495049525483152	0.624505537564234
ARFIP1	20.84755	31.33685	0.587982318087486	0.00292707542815582
ARFIP2	24.20335	36.9779	0.611456549844519	0.0315871688700551
ARFRP1	21.0114	22.81015	0.11850364117301	0.100087382007469
ARG2	4.22552	7.732675	0.871838685721915	0.0974156739692947
ARGLU1	47.6802	45.0051	-0.083301789744869	0.331257466814753
ARHGAP1	19.8654	20.75735	0.0633644297700706	0.529065628945019
ARHGAP10	5.737915	5.46982	-0.0690332387396262	0.603277537257375
ARHGAP11A	49.7094	51.79705	0.0593512445305614	0.410221481620988
ARHGAP11B	5.02865	4.84431	-0.0538799538308875	0.786048825115644
ARHGAP12	5.82026	7.957675	0.451263377030812	0.0583363580082106
ARHGAP17	15.3578	20.5374	0.419281985220455	0.0059260324648772
ARHGAP18	16.4304	11.28325	-0.542184925313799	0.0678957070414858
ARHGAP19	3.81173	3.6758	-0.0523876592035191	0.585131032348428
ARHGAP21	16.0427	12.5057	-0.359331155147458	0.184730327521322
ARHGAP23	0.962034	0.774061	-0.31364061965468	0.139093772472764
ARHGAP26	2.57732	5.660475	1.13505144890135	0.00708507741831694
ARHGAP27	20.4972	18.8736	-0.119057212617452	0.265843104826466
ARHGAP29	47.2359	38.99235	-0.276692640529341	0.114139217181463
ARHGAP31	0.559124	0.2988835	-0.903585018378453	0.0307605379086384
ARHGAP32	1.41393	1.4285	0.0147903384414452	0.901560985623916
ARHGAP35	11.2927	14.45395	0.356073343825127	0.14068439642224
ARHGAP39	3.043275	3.10652	0.0296746362327336	0.589452021277497
ARHGAP4	0.539709	0.88094	0.706862016487967	0.00385008488342775
ARHGAP40	1.22401	0.509317	-1.26497956723113	0.115495422694073
ARHGAP44	2.306245	2.21123	-0.0606966892020355	0.315186209419406
ARHGAP5	8.444705	9.467275	0.164902203263984	0.269237639154942
ARHGAP5-AS1	1.77856	2.22609	0.323802276725153	0.282442491101797
ARHGAP8	7.906865	7.57842	-0.0612086956400414	0.411456065922636
ARHGDIA	320.6565	336.1965	0.0682760531448053	0.263323853849206
ARHGDIB	82.70125	48.75455	-0.762372271268074	0.00394423565414838
ARHGEF1	31.9268	20.4767	-0.640784728779418	0.0187007170902569
ARHGEF10	7.67633	6.300375	-0.284979032544673	0.119476428132722
ARHGEF10L	0.270441	0.0433381	-2.64160607661482	0.196143393206136
ARHGEF11	6.739725	8.091815	0.263773609964866	0.156688927844946
ARHGEF12	13.43825	17.0766	0.345675483864004	0.119415885027307
ARHGEF16	5.3411	2.470165	-1.11252948272368	0.00758149754321845
ARHGEF17	2.34196	1.96263	-0.25492821733602	0.297533602886818
ARHGEF18	16.5577	22.54835	0.4455195819568	0.0176793430818605
ARHGEF19	11.35575	6.765685	-0.747115079069267	0.0303572535543608
ARHGEF2	24.8392	24.3016	-0.0315674062318269	0.442128754632761
ARHGEF25	3.428245	1.45257	-1.23886252610769	0.00744919826098705
ARHGEF26	2.727365	3.6165	0.407086364333861	0.0259267750568072
ARHGEF26-AS1	1.192125	1.2375	0.0538930079952019	0.803719081111461
ARHGEF28	6.819475	6.299255	-0.114479462961062	0.379041694813102
ARHGEF3	3	3.3237	0.14782766837732	0.260107962129382
ARHGEF35	2.116355	1.597795	-0.405499327452147	0.226641598424363
ARHGEF37	3.89971	2.90295	-0.425847119259278	0.0113270220385848
ARHGEF38	2.452245	0.605287	-2.01841185252299	0.025293537653112
ARHGEF39	5.6974	4.9128	-0.213758189527981	0.0570872974666991
ARHGEF4	15.0058	16.29595	0.118993223896515	0.251989821613407
ARHGEF40	0.59338	0.2499455	-1.24734274821012	0.0460819425573294
ARHGEF7	11.4866	13.50865	0.233931677083541	0.152333754870881
ARHGEF9	4.015715	4.024455	0.00313654055174166	0.976043817271882
ARID1A	10.046605	9.165595	-0.132407617002197	0.587806550247626
ARID1B	9.77373	6.722615	-0.539886720896729	0.1210154462529
ARID2	6.14867	3.183425	-0.949694603842998	0.139831962754177
ARID3A	1.33768	0.9703665	-0.463131385325406	0.172412334803259
ARID3B	2.67604	2.574085	-0.056039986549856	0.611774087612281
ARID4A	5.01542	5.56587	0.150236692869991	0.131664574757871
ARID4B	12.3868	12.5993	0.0245400513100648	0.665602907257228
ARID5A	2.979245	4.10257	0.461581180539536	0.024158877846883
ARID5B	1.901985	1.25424	-0.600692432828104	0.0127148361665863
ARIH1	33.71105	37.68835	0.160897071314616	0.0809132581780219
ARIH2	43.81305	45.0782	0.0410692590934133	0.355105476076191
ARIH2OS	0.9377865	1.185565	0.338243346587081	0.260880715714993
ARL1	23.96955	23.8604	-0.00658459551253534	0.939283509420499
ARL10	1.55933	0.5775715	-1.43285481699536	0.247491456045303
ARL13B	7.38213	12.0569	0.707749968644344	0.0039535823344069
ARL14	11.589	22.1604	0.935227839175166	0.0171066689445937
ARL14EP	16.4981	13.6619	-0.27214174902684	0.0475155718966239
ARL15	1.39008	3.9771	1.51654892428232	0.00304543816095292
ARL16	24.24335	27.8292	0.199010369029084	0.283315885247765
ARL2	109.0545	89.785	-0.280502956990848	0.169473928672322
ARL2BP	52.452	58.87755	0.166719855569518	0.025603272129689
ARL3	3.40219	5.36502	0.657119836596782	0.0345591811061742
ARL4A	21.75795	14.36	-0.59948688536129	0.0725246197105252
ARL4C	10.31055	6.04893	-0.769369422441901	0.0048206282002118
ARL4D	4.61162	3.68661	-0.322978834701867	0.180466297762428
ARL5A	33.2235	26.4467	-0.329116349940931	0.0589023040551808
ARL5B	9.69416	9.19143	-0.076826561018063	0.344231737644269
ARL6	5.298865	8.5726	0.694049456315604	0.0527841723074404
ARL6IP1	161.5325	321.399	0.992540978884238	0.0041663802238312
ARL6IP4	54.86175	64.4166	0.231631872698974	0.106795751544802
ARL6IP5	42.14295	22.80105	-0.88619104335692	0.0427650382352123
ARL6IP6	21.772	31.75535	0.544525730024115	0.126242550184424
ARL8A	18.8246	15.4697	-0.283173990460534	0.191731253392804
ARL8B	61.49355	74.86175	0.283793678206809	0.0585155154715431
ARMC1	28.26015	32.68115	0.209689627354186	0.0212079649350734
ARMC10	36.5884	36.39095	-0.00780661463524805	0.882800200339372
ARMC12	0.932103	1.115635	0.259303810148018	0.404445988555576
ARMC2	0.6002475	1.0745345	0.840082409182555	0.044508181351745
ARMC5	7.37611	7.77009	0.0750711384367532	0.555533944390083
ARMC6	36.2895	21.45715	-0.758093713432085	0.0436873381138169
ARMC7	5.1639	5.01299	-0.0427897066155287	0.614817850149579
ARMC8	15.449	14.16995	-0.124678789207865	0.141683923859752
ARMC9	4.307975	5.032035	0.22413207915375	0.200611090389084
ARMCX3	8.327925	8.172235	-0.0272263853413848	0.798850493243825
ARMCX5	4.904665	5.200635	0.0845331873667938	0.298728397869068
ARMCX5-GPRASP2	2.19542	0.9992135	-1.13563209043751	0.00883486541607819
ARMCX6	9.61584	6.58632	-0.54594028316763	0.143517346429879
ARNT	6.006505	6.39752	0.0909869771188764	0.55383198004307
ARNTL	11.3615	14.91005	0.392131776653545	0.0223069067468111
ARNTL2	15.1054	13.66535	-0.144541977034392	0.213034208235406
ARPC1A	80.78215	98.12545	0.280590821479265	0.00068971552545837
ARPC1B	162.3835	178.2635	0.13460629111402	0.154486474096405
ARPC2	173.6705	157.3385	-0.142480981221367	0.15258289106727
ARPC3	255.895	229.429	-0.157504197823642	0.344257856570861
ARPC4	155.3065	162.0055	0.060924580960234	0.435157949438887
ARPC4-TTLL3	0.715081	0.83945	0.231337725938712	0.667162089248838
ARPC5	107.977	126.8325	0.232200434975971	0.157886361922147
ARPC5L	142.5925	147.8355	0.0520946462807799	0.402128280773974
ARPP19	58.877	51.5934	-0.190517639556661	0.124792107584327
ARRB1	0.7880185	0.386735	-1.02688416363217	0.0502209792771418
ARRB2	30.4518	24.42535	-0.318148272816465	0.241697409238014
ARRDC1	80.15475	103.024	0.36212053753621	0.0968629589896576
ARRDC2	6.533645	4.496505	-0.539083996363568	0.00342239680958534
ARRDC3	7.362735	11.25935	0.612809861337878	0.0177994453786811
ARRDC3-AS1	1.200535	1.21528	0.0176112844234209	0.955554664893966
ARRDC4	7.68881	10.6785	0.473876772960965	0.0280424629157615
ARSA	1.78362	3.142345	0.817033301696018	0.0121930740497305
ARSB	3.781145	3.416965	-0.146107704798051	0.188536407915002
ARSI	0.8178895	0.796512	-0.0382098456087161	0.829672846916537
ARSJ	2.10307	1.30033	-0.693619071136633	0.0594575733581339
ARSK	3.09396	5.792595	0.904755254695148	0.0356542879229484
ARTN	0.8079335	1.142485	0.499866767322816	0.151728580189793
ARV1	19.924	24.10655	0.274917878822438	0.128403951622319
ARVCF	1.28334	2.462245	0.94007088141501	0.0249009105050881
ASAH1	30.12755	35.0063	0.216531227377667	0.0278370730856906
ASAP1	18.98635	15.0736	-0.332938569305072	0.178931228423752
ASAP2	20.10665	22.5129	0.163079177557715	0.187932166443131
ASAP3	1.875105	2.08021	0.149757793456112	0.159834513396068
ASB1	6.904275	5.43746	-0.344557045893884	0.0279622881667606
ASB13	25.4061	18.82175	-0.432774156868226	0.103823750492165
ASB16	0.783459	1.74738	1.15726370038611	0.186230298917795
ASB16-AS1	3.21374	7.227135	1.16917062759815	0.04240951190621
ASB3	6.69136	8.263875	0.30451896769639	0.374820478290502
ASB6	21.92015	24.4134	0.155415559324036	0.269739144796109
ASB7	9.32969	7.730045	-0.271352332337199	0.0300796645470359
ASB8	7.35189	7.10227	-0.0498349740675624	0.306955701121726
ASB9	9.45918	4.08293	-1.21211029082334	0.0503566171503826
ASCC1	19.3678	18.5304	-0.0637660627209289	0.353985871171807
ASCC2	26.21585	31.09855	0.246407991564804	0.0274741603726799
ASCC3	21.94895	22.4437	0.0321586084992098	0.711404937952179
ASF1A	23.0938	29.2847	0.342641532366948	0.0818851693074406
ASF1B	59.5082	86.43185	0.538474561285577	0.0167471995886356
ASH1L	5.757515	6.583385	0.193383305165375	0.358088845608694
ASH1L-AS1	1.266195	2.176505	0.781513730661622	0.0712369729361784
ASH2L	10.46175	14.245	0.445331421592443	0.0331689312279694
ASIC1	1.4422	0.4111585	-1.8105046875407	0.00237953914683214
ASIC3	0.9858985	1.92062	0.962061074671138	0.042623699485351
ASL	13.8638	22.4621	0.696170065420026	0.0373566580522997
ASNA1	109.7565	111.873	0.0275555093663845	0.714723375753814
ASNS	56.8591	100.172	0.817016135414879	0.00363919643995645
ASNSD1	46.31135	38.98265	-0.248533646129581	0.0570997429659765
ASPH	41.57575	56.73375	0.448464937692326	0.000298961257970022
ASPHD1	5.462535	4.62859	-0.238997843876982	0.405207649487892
ASPHD2	3.627585	2.089775	-0.795661799407271	0.084414894003648
ASPM	19.2455	26.9848	0.487625841704692	0.0974288693014001
ASPSCR1	20.5709	15.12425	-0.443741312757102	0.088080111390648
ASS1	97.85395	96.2404	-0.0239874495200211	0.730045555061779
ASTE1	2.946295	2.23485	-0.398723885541779	0.0391291120513571
ASTN2	4.99625	4.86345	-0.0388655817790337	0.446171077574372
ASUN	72.13295	64.84495	-0.15366420195667	0.157399001734821
ASXL1	22.50905	17.72055	-0.345081786670074	0.0313941384644916
ASXL2	11.67445	11.6692	-0.000648925861411472	0.997543962844075
ATAD1	28.43975	25.5709	-0.153405844042754	0.166157003185502
ATAD2	38.9074	41.83155	0.104546880735023	0.0210676957161882
