SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R
AKT3	24.50065	14.19895	19.8426	15.2245
AKTIP	12.2976	14.8897	21.37755	24.09215
ALAD	8.0241	17.4135	10.017195	19.37035
ALAS1	10.250825	11.7169	13.79525	15.67365
ALAS2	0.01536745	0.0903714	0.0483408	0.0285502
ALB	0.0509726	0.1388075	0.0237988	0.04788675
ALCAM	21.65545	31.97775	19.3392	27.69335
ALDH16A1	9.05035	14.87435	11.121	17.26025
ALDH18A1	55.7128	39.9556	44.24815	37.74965
ALDH1A1	2.29256	0.3313265	2.824705	0.69361
ALDH1A2	0	0.005	0.005	0.005
ALDH1A3	8.081715	3.380765	7.525975	7.26942
ALDH1B1	10.2107	4.481895	15.0806	8.841635
ALDH1L1	0	0.01488645	0.0419999	0.0341187
ALDH1L1-AS1	0	0	0	0
ALDH1L1-AS2	0	0.0127588	0.01134435	0.00572365
ALDH1L2	1.64012	0.716622	2.99177	1.4898
ALDH2	18.4841	21.81055	29.70405	33.0545
ALDH3A1	0.09209775	0.0994418	0.183416	0.2267445
ALDH3A2	24.8622	39.91205	26.051	43.767
ALDH3B1	11.6341	9.672835	8.923345	7.54667
ALDH3B2	7.74058	2.62554	5.6092	2.19484
ALDH4A1	1.7026	5.338865	2.76191	6.917285
ALDH5A1	13.51115	8.054155	9.66452	7.93872
ALDH6A1	4.804465	7.46519	3.76406	5.234105
ALDH7A1	29.4582	29.32915	34.77875	40.11065
ALDH8A1	0.1799415	0.3088695	0.223095	0.27751
ALDH9A1	27.5909	32.8355	20.9844	27.19025
ALDOA	1185.435	2312.15	977.348	1302.945
ALDOB	0	0.04867075	0	0
ALDOC	5.80633	13.37585	1.877885	4.697315
ALG1	6.71408	6.461155	10.48415	9.7739
ALG10	2.90269	1.21068	2.32906	1.644195
ALG10B	5.331525	2.195655	3.641045	2.24182
ALG11	4.276845	3.901785	4.860505	5.31258
ALG12	9.21411	8.73945	8.94712	10.9164
ALG13	5.615045	5.484295	7.99633	7.55496
ALG14	7.51747	3.6277	9.70864	6.665465
ALG1L	0.51617	0.841792	0.4764455	0.7519785
ALG1L2	0.1592635	0.3673295	0.374566	0.1911125
ALG1L9P	1.84973	2.10003	1.47556	1.4804
ALG2	19.18325	30.53875	25.1852	31.23525
ALG3	83.9437	49.4756	90.37745	59.83995
ALG5	43.7527	28.58085	36.6443	26.89475
ALG6	5.58223	6.970755	5.910855	8.208255
ALG8	50.95495	21.6619	51.904	28.41505
ALG9	4.904115	3.65569	5.00997	4.2846
ALK	0.0130308	0.0163929	0.03358985	0.01
ALKBH1	5.372785	4.50019	5.74872	5.48112
ALKBH2	19.79385	20.09225	25.90825	16.3853
ALKBH3	19.9786	9.317935	26.36425	14.7267
ALKBH4	6.571	1.660785	7.416165	2.48937
ALKBH5	35.74745	56.6498	34.8232	47.1209
ALKBH6	11.7041	6.42082	10.32375	7.059885
ALKBH7	9.03622	11.08925	6.471855	7.59316
ALKBH8	3.935585	0.8923375	7.00058	2.606005
ALLC	0	0.02179435	0.0099086	0.01955405
ALMS1	4.500975	3.36461	3.607895	3.298045
ALMS1P	0.0232327	0.175252	0.0607944	0.137203
ALOX12	0.6079885	1.38308	0.491805	0.511414
ALOX12B	0.8878645	0.405284	0.868279	0.546026
ALOX12P2	4.923595	4.585925	4.21329	3.34189
ALOX15	0.03377795	0.06495125	0.03921455	0.0558864
ALOX15B	0.02299325	0.02940185	0.03048585	0.00529795
ALOX15P1	0.0229288	0.08586695	0.0262115	0.02586345
ALOX5	0.005	0.04920535	0.00537235	0.0067299
ALOX5AP	0.508933	0.0196428	0.5639765	0
ALOXE3	1.86541	1.84288	1.91985	1.264695
ALPI	0.00663485	0.00563995	0.01001515	0.0051701
ALPK1	1.790825	1.9777	1.451495	1.34411
ALPK2	0.0252926	0.03600705	0.01686825	0.01525925
ALPK3	0.1677235	0.1057197	0.1700755	0.1902815
ALPL	0.0175576	0.05722135	0.01669315	0.0139405
ALPP	18.79975	8.80576	16.4615	8.54191
ALPPL2	0.7583735	0.400921	0.6000345	0.489319
ALS2	5.489865	15.336	5.470755	10.05476
ALS2CL	2.935545	4.31361	3.40052	2.43639
ALS2CR11	0.0200141	0.0125301	0.01839095	0.01214825
ALS2CR12	0.06666555	0.557969	0.1249455	0.2244135
ALS2CR8	1.341545	1.0325	1.39042	1.0096075
ALX1	3.826515	2.04786	3.07194	1.81215
ALX3	2.34395	1.88798	1.18871	1.0525
ALX4	7.09579	1.644815	5.584965	3.72335
ALYREF	251.554	135.3635	262.434	183.5175
AMACR	2.110985	3.146585	3.420105	5.50133
AMBN	0.02329085	0.00735775	0.01306555	0.0067448
AMBP	0.0388946	0.04351095	0	0.02393735
AMBRA1	10.68835	16.331	12.7979	17.5032
AMD1	59.5487	61.7817	79.2337	77.96345
AMDHD1	0.1114567	0.15422	0.0624905	0.1640455
AMDHD2	8.61313	6.603465	7.092565	6.04527
AMELX	0	0.04882775	0	0
AMELY	0	0	0	0
AMER1	5.64781	1.64987	4.001745	1.89379
AMER2	0	0.0133127	0	0
AMER3	0.1845165	0.212764	0.166164	0.162193
AMFR	22.90465	31.991	27.05215	37.18985
AMH	3.031155	4.176535	7.810315	8.892605
AMHR2	0.137591	0.0326282	0.02497415	0.01764835
AMICA1	0	0.01451875	0	0
AMIGO1	1.941925	0.791957	1.59533	1.158625
AMIGO2	63.24145	8.787395	75.49625	14.037
AMIGO3	1.387435	8.88237	2.829765	4.277845
AMMECR1	9.9835	6.94934	13.03045	10.61315
AMMECR1L	8.46477	6.29307	12.0301	9.307745
AMN	2.54988	1.575535	1.45683	1.153595
AMN1	3.097765	5.92283	2.855455	4.57022
AMOT	0.1583225	0.3851095	0.809467	1.0651955
AMOTL1	6.27286	3.884735	10.29201	10.69795
AMOTL2	6.14178	8.737385	14.05155	12.54915
AMPD1	0.00980815	0.0062869	0.01682635	0.0067014
AMPD2	24.1226	14.48365	15.05365	8.440415
AMPD3	1.129515	0.593555	1.557405	0.7021905
AMPH	0	0.005	0	0.00950675
AMT	2.00976	1.096575	1.13788	0.6074665
AMTN	0.0135631	0	0	0.0305981
AMY1A	0	0	0	0
AMY1B	0	0	0	0
AMY1C	0	0	0	0
AMY2A	0	0.00926255	0	0
AMY2B	0.762305	1.19196	0.5920565	0.552945
AMZ1	1.0201565	0.2739665	0.3030275	0.113971
AMZ2	60.3576	45.18965	61.6532	50.20845
AMZ2P1	1.318555	2.05706	0.8580555	1.384555
ANAPC1	16.2278	10.42755	17.9886	15.4699
ANAPC10	8.25204	8.938885	9.55193	10.256085
ANAPC11	103.5675	123.191	96.53145	119.25
ANAPC13	29.1886	33.1651	35.22545	36.7555
ANAPC15	34.98575	22.90815	24.0452	20.5545
ANAPC16	22.911	30.9457	22.38765	25.67425
ANAPC1P1	0.10995685	0.1196486	0.09272025	0.0668588
ANAPC2	26.8457	34.13015	29.2135	39.61345
ANAPC4	16.3648	16.1278	13.2189	13.9562
ANAPC5	75.41025	77.1996	100.4022	112.542
ANAPC7	30.78375	26.7068	44.69095	42.75105
ANG	1.48414	4.165885	0.8601785	2.060855
ANGEL1	11.1447	9.40875	10.32795	12.297
ANGEL2	8.13128	7.403345	7.48588	6.644165
ANGPT1	2.24969	0.174044	1.502	0.116331
ANGPT2	0.2881375	0.2896435	0.21083	0.1490055
ANGPT4	0.01252275	0.02411795	0.0634692	0.04134025
ANGPTL1	0.005	0.01739515	0.01839345	0.016068
ANGPTL2	0	0.0240869	0	0.0137403
ANGPTL3	0.02988675	0.01406575	0	0
ANGPTL4	30.2609	77.1092	46.32315	161.7545
ANGPTL5	0	0	0.0056801	0.01240495
ANGPTL6	1.40761	1.858325	1.311765	2.25811
ANGPTL7	0.02059005	0.0197962	0.00604295	0
ANHX	0	0.00847395	0	0
ANK1	0.5618765	0.1880855	0.593594	0.223741
ANK2	0.1191189	0.02288415	0.122769	0.045739
ANK3	3.760495	1.34059	1.811225	0.9819055
ANKAR	0.580553	0.2577795	0.302697	0.156303
ANKDD1A	0.3689515	0.4216	0.4464555	0.429201
ANKDD1B	0.00906955	0.1246994	0.02073605	0.05988085
ANKEF1	11.789	10.43735	9.729875	10.134975
ANKFN1	0	0	0	0
ANKFY1	15.60535	18.7346	20.5154	24.55495
ANKH	2.126775	1.808245	3.187225	3.161995
ANKHD1	18.6904	13.9402	20.502	18.17295
ANKHD1-EIF4EBP3	5.393795	8.722115	6.230935	9.937675
ANKIB1	10.1178	13.14945	13.8686	16.12405
ANKK1	0.05008685	0.385887	0.158493	0.2887995
ANKLE1	8.11889	1.9494	6.223435	3.526785
ANKLE2	28.6366	28.7598	41.72725	37.07235
ANKMY1	1.18819	1.765435	0.940401	1.69006
ANKMY2	9.31236	9.96813	5.99018	6.803585
ANKRA2	4.37229	4.575725	3.967105	4.051795
ANKRD1	0.02365905	0.03866905	0.0884218	0.0317903
ANKRD10	18.38415	25.3005	22.56655	24.82105
ANKRD11	18.81755	19.80945	15.59505	14.7236
ANKRD12	2.48208	4.06086	3.412775	4.727895
ANKRD13A	7.83024	15.80655	11.2927	16.3639
ANKRD13B	18.28815	4.216605	17.3995	8.494985
ANKRD13C	6.67892	6.115195	7.75757	7.46116
ANKRD13D	19.54135	24.20495	13.29965	13.3299
ANKRD16	6.06344	4.8307	7.605215	6.079055
ANKRD17	31.11205	30.63265	28.25055	27.5525
ANKRD18A	0.4776565	0.1758325	0.487928	0.257863
ANKRD18B	0.5627975	0.144773	0.2940195	0.11056685
ANKRD18DP	0.06667655	0.0410465	0.02223405	0.0344376
ANKRD19P	1.931815	0.565929	0.824819	0.3257275
ANKRD2	0.3946895	0.10617345	0.8058365	0.250586
ANKRD20A1	0.0115039	0.0287036	0.0106565	0.0251364
ANKRD20A11P	0.05399235	0.0610496	0.0271409	0.06353725
ANKRD20A12P	1.05981	1.6286	0.788645	1.357135
ANKRD20A19P	0.06382195	0.0940994	0.0317836	0.0318765
ANKRD20A2	0	0	0	0.005
ANKRD20A3	0	0	0	0.005
ANKRD20A4	0.02772295	0.02848105	0.04709075	0.07347585
ANKRD20A5P	0.1389715	0.16934	0.1000702	0.07517115
ANKRD20A8P	0.06973925	0.05859825	0.08371695	0.0954803
ANKRD20A9P	0.8586925	1.21465	0.683062	0.662698
ANKRD22	3.36522	1.52484	3.356205	1.317035
ANKRD23	1.72864	2.204785	1.60374	1.74295
ANKRD24	0.02221655	0.08099275	0.04711255	0.0784214
ANKRD26	4.249435	4.610455	5.564065	7.46404
ANKRD26P1	0	0.01	0.0245607	0.02224715
ANKRD26P3	0	0.005	0	0
ANKRD27	19.173	15.89885	23.12185	21.2957
ANKRD28	22.76095	13.63355	26.46705	18.57775
ANKRD29	2.400905	0.8410125	3.660205	2.31535
ANKRD30A	0.005	0.0291736	0.005	0.0105116
ANKRD30B	0.0599078	0.06741055	0.08160965	0.05751175
ANKRD30BL	1.739065	5.91929	1.663145	4.85459
ANKRD30BP2	0.359904	0.581429	0.478604	0.528204
ANKRD30BP3	0	0	0	0
ANKRD31	0.7337995	0.2876215	0.795009	0.3942155
ANKRD32	7.06514	3.98596	7.39294	7.263595
ANKRD33	0	0.00756375	0.00780195	0
ANKRD33B	0.0610588	0.06827115	0.1424355	0.11379105
ANKRD34A	1.0063095	0.528253	0.7357445	0.356808
ANKRD34B	0.0400537	0.01240215	0.0175972	0.0128902
ANKRD34C	0.00596545	0.01	0.0231378	0.0200813
ANKRD35	0.0234732	0.03423985	0.01	0.0076801
ANKRD36	0.7507335	0.4240865	0.536799	0.4996905
ANKRD36B	0.9778825	0.794986	0.713601	0.6133915
ANKRD36BP1	3.63044	3.095465	3.04713	2.307585
ANKRD36BP2	0.0454196	0.03542585	0.06228375	0.0289233
ANKRD37	4.759665	20.6525	4.60263	10.008235
ANKRD39	19.4908	13.46575	17.92075	15.609
ANKRD40	17.33585	11.0471	23.62575	15.9547
ANKRD42	1.783025	3.51673	2.055265	3.30902
ANKRD44	0.2896445	0.125266	0.09275925	0.0493619
ANKRD45	0.1628905	0.2749295	0.126463	0.0614247
ANKRD46	6.981465	8.129815	6.58462	7.62467
ANKRD49	7.436595	8.140035	8.317085	10.56485
ANKRD50	4.18243	8.0661	4.45653	6.624475
ANKRD52	20.1377	21.50145	21.62975	23.4675
ANKRD53	0.1151751	0.21187	0.0388611	0.1297165
ANKRD54	13.3302	19.1542	12.0076	16.89
ANKRD55	0.0161457	0.0177888	0.01023315	0.0064095
ANKRD6	0.509388	0.1237825	0.2248115	0.13862805
ANKRD61	0.5325255	0.885363	0.5028735	0.7037235
ANKRD62P1-PARP4P3	0.2213835	0.3232985	0.17296945	0.214128
ANKRD63	0.4122525	0.1732415	0.487218	0.5897615
ANKRD65	0.309035	0.3801445	0.14436985	0.3049785
ANKRD66	0	0.0154975	0	0
ANKRD7	0.0549484	0.08227905	0.04073385	0.0255135
ANKRD9	7.92379	3.89771	5.438955	4.92977
ANKS1A	13.32165	14.61065	8.103975	8.9825
ANKS1B	2.068715	2.63741	1.627085	2.6544
ANKS3	6.09119	4.45544	5.51271	3.931285
ANKS4B	0.4887155	0.623849	0.4223405	0.4490385
ANKS6	9.71733	6.04883	10.4855	10.3957
ANKUB1	0.0118599	0.01191575	0	0
ANKZF1	23.7308	36.2928	16.472	19.2868
ANLN	44.5877	46.15155	48.8188	67.72275
ANO1	7.808815	0.406475	2.84324	0.516135
ANO10	9.95959	15.12775	8.541905	13.27965
ANO2	0	0.005	0.0746678	0.0125695
ANO3	0	0.012228	0	0.005
ANO4	0	0.01057885	0.0062793	0.0061959
ANO5	0.0066649	0.01025145	0.0122816	0.01815645
ANO6	15.34915	18.92185	17.96535	20.88345
ANO7	0.332313	0.09311105	0.1403815	0.0770431
ANO8	5.123075	5.67718	4.401225	5.657355
ANO9	5.021105	3.600845	2.765045	1.806095
ANP32A	81.0683	26.78105	96.49275	50.35395
ANP32A-IT1	0.5287005	0.63367	0.548027	0.5016185
ANP32AP1	0.1095028	0.0505436	0.06791965	0.10036965
ANP32B	257.706	79.63315	292.3555	133.6005
ANP32C	0.02142215	0.027505	0.11810665	0.04832795
ANP32D	0.2724415	0.068484	0	0.0761705
ANP32E	53.4694	21.82105	36.82505	25.7542
ANPEP	162.057	169.107	158.156	207.9615
ANTXR1	18.7617	16.5953	20.96145	22.14075
ANTXR2	6.096265	10.28715	9.586335	12.7307
ANXA1	671.3625	795.4655	535.9045	495.204
ANXA10	0.06349035	0.0536611	0.01889365	0
ANXA11	31.1067	32.8456	24.8197	22.4484
ANXA13	0	0	0.0189789	0
ANXA2	300.67	519.158	398.85	472.6795
ANXA2P1	0.1353296	0.261478	0.199684	0.29857
ANXA2P2	0.2237555	0.6601835	0.226375	0.2661145
ANXA2P3	0.013575	0.0346182	0.0312117	0.04908195
ANXA2R	0.1834825	0.14074835	0.0336776	0.0619389
ANXA3	83.51195	44.8924	141.32	77.26725
ANXA4	25.0728	35.59245	21.4942	29.20185
ANXA5	250.7305	339.046	298.5095	392.6595
ANXA6	0.237388	0.135999	0.0724386	0.09199925
ANXA7	74.1899	103.783	69.2457	87.7622
ANXA8	0.138682	0.00787495	0.2072295	0.04895725
ANXA8L1	0.01	0.005	0.01	0.088121
ANXA8L2	0.8858905	0.1112535	1.439355	0.61914
ANXA9	1.59274	0.92305	0.734893	0.233541
AOAH	0.059292	0.01883095	0.00574785	0
AOAH-IT1	0.02906035	0.1119365	0	0.03977215
AOC2	1.138851	1.302765	2.162565	2.196265
AOC3	0.3765995	0.657747	0.929974	0.9545485
AOC4	0.07615035	0.08555585	0.0897345	0.114893
AOX1	0.944353	0.423437	1.698065	0.908383
AOX2P	0.12175165	0.160267	0.1087046	0.10454675
AP1AR	15.5058	14.5627	20.22495	19.6458
AP1B1	29.8488	43.37665	29.67795	45.07635
AP1B1P1	0.01723525	0.08759535	0.01883	0.0194412
AP1G1	17.6664	25.67545	20.56185	26.8287
AP1G2	27.2551	37.6664	18.2395	25.3209
AP1M1	16.51785	20.39115	17.85195	21.41335
AP1M2	50.31585	46.4643	49.79045	50.6957
AP1S1	70.0676	31.9891	89.07785	44.59315
AP1S2	5.40818	9.31599	6.27906	10.18815
AP1S3	11.50605	10.39135	13.1727	10.74665
AP2A1	20.12195	27.42145	21.93285	32.0271
AP2A2	14.2851	19.3823	15.17645	22.2258
AP2B1	41.5023	37.16435	54.24625	49.11185
AP2M1	258.381	323.652	216.389	253.1425
AP2S1	110.3265	117.605	117.9355	122.547
AP3B1	16.6005	14.2093	20.02645	21.27335
AP3B2	0.8709335	4.6305	2.87714	9.903505
AP3D1	43.43795	60.079	55.4882	74.96375
AP3M1	13.5685	13.0087	13.2657	13.40005
AP3M2	21.8514	23.2896	21.072	26.37435
AP3S1	35.6704	37.8228	52.8693	60.7889
AP3S2	8.64905	12.7445	13.0184	15.3477
AP4B1	10.4801	14.2222	8.021135	7.640885
AP4B1-AS1	0.6889475	1.168625	0.6028075	0.7124285
AP4E1	6.056145	5.93212	6.81178	6.852895
AP4M1	6.37471	5.509135	6.139265	7.0823
AP4S1	3.338105	3.197465	3.086885	2.314965
AP5B1	7.43505	4.47539	7.35131	5.97616
AP5M1	22.58465	18.3694	25.71155	19.9063
AP5S1	9.597155	14.2643	10.167765	16.12375
AP5Z1	6.19453	10.59365	6.840835	8.29168
APAF1	5.58129	8.06744	4.16077	7.94846
APBA1	0.0123215	0.0191215	0.01052585	0.0107052
APBA2	3.97812	0.501001	0.983836	0.2457805
APBA3	6.03131	5.52655	8.734835	9.628775
APBB1	4.8235	2.207855	6.60841	5.79101
APBB1IP	0	0.00543835	0.0050524	0
APBB2	4.07472	6.554245	4.08689	5.19881
APBB3	5.871485	8.257535	5.3865	7.47053
APC	3.747585	3.51249	5.539415	5.10273
APC2	0.1660955	0.3140405	0.19713	0.284207
APCDD1	0	0.0170775	0	0
APCDD1L	0.1644725	0.1153418	0.04540215	0.08014565
APCDD1L-AS1	0.0417256	0.0641468	0.03782605	0.0398269
APCS	0	0.018179	0	0
APEH	64.2027	71.5472	62.9428	75.7107
APEX1	127.612	99.71565	146.4505	140.908
APEX2	54.34685	54.32865	45.0238	43.97325
APH1A	84.57355	45.26735	80.95965	55.24665
APH1B	1.230055	0.957773	1.436785	1.178225
API5	59.3472	65.55195	72.7028	81.5352
APIP	38.94215	30.04995	35.1968	31.25745
APITD1	35.80695	27.43665	21.96725	22.80925
APITD1-CORT	2.065035	1.585815	1.722475	1.391495
APLF	2.15086	5.200895	1.80761	3.851055
APLN	0.2360685	0.2259425	0.1394115	0.197299
APLNR	0	0.04592135	0.01346705	0.0066075
APLP1	0.415915	0.4679375	0.6679785	1.0442425
APLP2	31.77475	67.46295	38.1257	79.27265
APMAP	82.70975	129.941	102.3455	149.043
APOA1	0.0844228	0.0771058	0.05236345	0.10231985
APOA1BP	106.3205	109.4885	79.61385	96.614
APOA2	0	0.04899235	0	0
APOA4	0	0	0	0.0096526
APOA5	0.00912595	0.05534375	0	0
APOB	0	0.005	0	0
APOBEC1	0	0	0	0
APOBEC2	0.1370935	0.1335129	0.0590103	0.07325875
APOBEC3A	0.2227415	0.3766875	0.1201803	0.232098
APOBEC3A_B	0.01	0.01	0.01	0.01
APOBEC3B	5.736775	1.876155	1.482185	1.312755
APOBEC3C	20.7487	8.727325	6.02355	3.24603
APOBEC3D	0.539997	0.506446	0.4185025	0.4659505
APOBEC3F	3.031885	2.905785	1.951185	1.43771
APOBEC3G	0.11073705	0.04198785	0.0222848	0.02390535
APOBEC3H	0.8343195	0.314714	0.2533505	0.115738
APOBEC4	0	0.0053639	0	0
APOBR	0.312382	0.1581135	0.4208175	0.1141885
APOC1	4.85216	3.345825	4.70311	4.036815
APOC1P1	0.431173	0.6262815	0.3457415	0.292646
APOC2	0	0.025157	0	0.0510422
APOC3	0	0.04009025	0.0372452	0
APOC4	0.4237965	0.4438415	0.29043	0.496156
APOC4-APOC2	0.01	0.01813945	0.01	0.01
APOD	0.016796	0.05897035	0.06514565	0.01308805
APOE	0.3696975	0.762145	1.113736	1.0063785
APOF	0.0845879	0.190536	0.185197	0.1410955
APOH	0	0	0.0123207	0
APOL1	0.2851645	0.326982	0.2473975	0.275265
APOL2	5.874035	9.415725	7.307655	6.584575
APOL3	0.0055987	0.01877965	0.0727726	0.0153263
APOL4	0.7025855	1.12686	0.741343	0.719954
APOL5	0.0640048	0.03310995	0.0194882	0.02385975
APOL6	2.59069	0.6367745	3.497455	1.19241
APOLD1	3.11717	3.86975	3.542435	4.695005
APOM	12.5459	11.82195	8.30292	9.383275
APOO	25.3821	19.4002	15.29415	14.36005
APOOL	9.266115	6.74349	8.42835	7.69822
APOPT1	20.1226	17.10665	20.70135	15.59505
APP	121.4555	105.1075	150.9595	140.349
APPBP2	4.820705	6.774105	5.28441	6.65462
APPL1	6.29384	5.30455	7.959075	7.528115
APPL2	6.45379	7.95094	7.78005	8.617185
APRT	392.769	359.949	340.602	329.2535
APTX	11.4657	8.409905	18.7929	16.93895
AQP1	1.576625	0.38872	1.625645	0.3083215
AQP10	0	0.00833525	0	0
AQP11	0.6909165	0.8868585	0.547574	0.7287005
AQP12A	0	0	0	0
AQP12B	0	0	0.01349705	0
AQP2	0	0.0104219	0	0
AQP3	0.1978915	0.0727987	0.6555355	0.1859335
AQP4	0.023993	0.005	0.0124988	0.01
AQP4-AS1	0.276128	0.437742	0.2207325	0.273095
AQP5	0.0523598	0.01703015	0.171014	0.018153
AQP6	0.085939	0.1390046	0.0889792	0.09967405
AQP7	0.0500029	0.07705405	0.0334801	0
AQP7P1	0.1101255	0.2741295	0.06839585	0.10010725
AQP7P3	1.26201	0.6210685	0.8094	0.2390785
AQP8	0.00973425	0.03645415	0.0111279	0.0243025
AQP9	0	0	0	0
AQPEP	0.0522932	0.4902055	0.05431605	0.219255
AQR	36.90855	39.7583	41.34555	45.8
AR	0.01	0.0233457	0.01174655	0.005
ARAF	40.82975	51.5677	31.75945	37.65905
ARAP1	25.72485	17.1219	20.37955	13.40125
ARAP2	2.67346	1.864745	2.422995	1.969215
ARAP3	7.336755	3.47256	4.99347	3.12508
ARC	0.10024895	0.9160035	0.2017155	0.1635
ARCN1	43.7179	50.56885	53.04825	61.7378
AREG	20.0535	4.818165	4.505905	1.667255
ARF1	546.6985	556.851	458.073	491.423
ARF3	72.70155	67.67185	70.4852	71.3445
ARF4	55.0699	70.00095	61.47685	71.5239
ARF5	130.764	143.911	114.214	120.4305
ARF6	43.43275	43.77265	48.5817	52.2756
ARFGAP1	44.3195	59.1227	41.4169	54.3978
ARFGAP2	32.65395	29.57985	35.37905	33.91885
ARFGAP3	11.7066	18.23725	8.072315	13.9865
ARFGEF1	9.24129	5.751655	8.809045	7.005475
ARFGEF2	15.4369	17.09955	17.22585	17.8272
ARFIP1	19.63805	29.0528	20.84755	31.33685
ARFIP2	22.24855	35.44515	24.20335	36.9779
ARFRP1	21.2709	17.703	21.0114	22.81015
ARG1	0.01227015	0	0.0185215	0.00956135
ARG2	4.267695	7.489825	4.22552	7.732675
ARGFX	0.681018	0.81832	0.5213205	0.53211
ARGFXP2	0.464908	0.487485	0.3854635	0.5071255
ARGLU1	49.0603	46.0215	47.6802	45.0051
ARHGAP1	19.95675	22.37865	19.8654	20.75735
ARHGAP10	5.779955	3.57334	5.737915	5.46982
ARHGAP11A	45.25335	36.245	49.7094	51.79705
ARHGAP11B	4.60794	4.87616	5.02865	4.84431
ARHGAP12	6.02786	9.554225	5.82026	7.957675
ARHGAP15	0.0069132	0	0	0.01725945
ARHGAP17	14.9482	23.41275	15.3578	20.5374
ARHGAP18	11.5503	11.32625	16.4304	11.28325
ARHGAP19	4.955535	3.052285	3.81173	3.6758
ARHGAP19-SLIT1	0.01	0.0641131	0.04624425	0.0673955
ARHGAP20	0.005	0.0154543	0.005	0.0156511
ARHGAP21	11.6267	8.528915	16.0427	12.5057
ARHGAP22	0.259669	0.08655065	0.0439051	0.0398595
ARHGAP23	0.625221	0.675549	0.962034	0.774061
ARHGAP24	0.760041	0.478678	0.7060105	0.3363455
ARHGAP25	0.0834	0.0250192	0.0723158	0.00909415
ARHGAP26	1.829425	5.878005	2.57732	5.660475
ARHGAP26-AS1	0	0	0	0
ARHGAP27	23.83945	36.2856	20.4972	18.8736
ARHGAP28	0	0.01018495	0.01	0.0206497
ARHGAP29	47.10665	40.00615	47.2359	38.99235
ARHGAP30	0.2703795	0.3811445	0.1198945	0.1871645
ARHGAP31	2.86067	1.18748	0.559124	0.2988835
ARHGAP32	1.43894	1.16893	1.41393	1.4285
ARHGAP33	0.650325	0.18914	0.2355495	0.245672
ARHGAP35	9.69374	10.31705	11.2927	14.45395
ARHGAP36	0	0.01	0	0
ARHGAP39	4.43026	4.167395	3.043275	3.10652
ARHGAP4	0.425363	1.21556	0.539709	0.88094
ARHGAP40	3.81625	3.189685	1.22401	0.509317
ARHGAP42	0.8642935	0.799722	0.481133	0.3150195
ARHGAP44	0.3162315	0.376729	2.306245	2.21123
ARHGAP5	8.19586	8.907135	8.444705	9.467275
ARHGAP5-AS1	2.74675	5.03812	1.77856	2.22609
ARHGAP6	0.05240245	0.03100995	0.005	0.005
ARHGAP8	12.46755	11.09825	7.906865	7.57842
ARHGAP9	0.0172987	0.05717775	0.03150795	0.07408865
ARHGDIA	291.5625	284.7805	320.6565	336.1965
ARHGDIB	43.5134	23.68115	82.70125	48.75455
ARHGDIG	0.08579705	0.5668335	0.06507635	0.1383371
ARHGEF1	32.3923	16.77845	31.9268	20.4767
ARHGEF10	6.633285	2.469535	7.67633	6.300375
ARHGEF10L	1.82185	0.317893	0.270441	0.0433381
ARHGEF11	8.563895	8.128985	6.739725	8.091815
ARHGEF12	10.28955	14.381	13.43825	17.0766
ARHGEF15	0	0.01201455	0	0.005
ARHGEF16	10.96298	3.652105	5.3411	2.470165
ARHGEF17	4.95797	3.942135	2.34196	1.96263
ARHGEF18	11.8161	17.292	16.5577	22.54835
ARHGEF19	21.6696	7.780895	11.35575	6.765685
ARHGEF2	20.5437	21.4989	24.8392	24.3016
ARHGEF25	8.26742	2.046185	3.428245	1.45257
ARHGEF26	3.759515	3.684665	2.727365	3.6165
ARHGEF26-AS1	1.693345	2.23019	1.192125	1.2375
ARHGEF28	2.76693	2.97837	6.819475	6.299255
ARHGEF3	1.974925	2.93151	3	3.3237
ARHGEF3-AS1	0	0	0	0
ARHGEF33	0.00759455	0.0559953	0.0149939	0.0088769
ARHGEF35	1.63693	1.218175	2.116355	1.597795
ARHGEF37	3.03659	2.51633	3.89971	2.90295
ARHGEF38	0.986124	0.286426	2.452245	0.605287
ARHGEF38-IT1	0.0859955	0	0.1879055	0
ARHGEF39	5.681545	4.306905	5.6974	4.9128
ARHGEF4	10.9708	12.9256	15.0058	16.29595
ARHGEF40	3.600525	0.766322	0.59338	0.2499455
ARHGEF5	0.7718495	0.7624095	0.863228	0.7540005
ARHGEF6	0.0545442	0.093499	0.03819605	0.05627435
ARHGEF7	10.1112	14.08405	11.4866	13.50865
ARHGEF9	4.250915	4.28544	4.015715	4.024455
ARID1A	18.37075	11.98075	10.046605	9.165595
ARID1B	9.40666	5.096645	9.77373	6.722615
ARID2	5.87552	2.496375	6.14867	3.183425
ARID3A	1.380035	0.3589505	1.33768	0.9703665
ARID3B	2.289565	2.480995	2.67604	2.574085
ARID3C	0.0311473	0.02610605	0.05724135	0.1086796
ARID4A	5.014765	5.616085	5.01542	5.56587
ARID4B	13.3355	16.8675	12.3868	12.5993
ARID5A	2.532395	3.462775	2.979245	4.10257
ARID5B	2.44595	2.169015	1.901985	1.25424
ARIH1	26.5572	27.54695	33.71105	37.68835
ARIH2	34.40245	32.58385	43.81305	45.0782
ARIH2OS	0.9133975	1.354645	0.9377865	1.185565
