SUM149_JQ1_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
ANKHD1-EIF4EBP3	8.722115	9.937675	0.188230348711707	0.382864933157475
ANKIB1	13.14945	16.12405	0.294211704646693	0.118829538212337
ANKLE1	1.9494	3.526785	0.855323479314241	0.0195500389639188
ANKLE2	28.7598	37.07235	0.366289926768827	0.0568460551406664
ANKMY1	1.765435	1.69006	-0.062949239213765	0.769512594435811
ANKMY2	9.96813	6.803585	-0.551027740233811	0.0773336540531414
ANKRA2	4.575725	4.051795	-0.175439166055705	0.0584937556403683
ANKRD10	25.3005	24.82105	-0.0276017495935988	0.801975621477359
ANKRD11	19.80945	14.7236	-0.4280583637558	0.0555325135496329
ANKRD12	4.06086	4.727895	0.219412705062176	0.159606796290165
ANKRD13A	15.80655	16.3639	0.0499941122969361	0.343054631573293
ANKRD13B	4.216605	8.494985	1.010529519747	0.0120912629616504
ANKRD13C	6.115195	7.46116	0.287001442488064	0.0276432673382825
ANKRD13D	24.20495	13.3299	-0.860636156568795	0.00253716731448864
ANKRD16	4.8307	6.079055	0.331614811418481	0.0134270930405303
ANKRD17	30.63265	27.5525	-0.152886949522444	0.0193555898326199
ANKRD19P	0.565929	0.3257275	-0.796955541169029	0.0309610429963872
ANKRD20A12P	1.6286	1.357135	-0.263068068520241	0.499520055401469
ANKRD20A9P	1.21465	0.662698	-0.874117192267666	0.0251998917059924
ANKRD22	1.52484	1.317035	-0.211364184509039	0.1775703164267
ANKRD23	2.204785	1.74295	-0.339106794509131	0.0538428022336209
ANKRD26	4.610455	7.46404	0.695047582215593	0.00107220637677987
ANKRD27	15.89885	21.2957	0.421639736886018	0.00101842481866952
ANKRD28	13.63355	18.57775	0.446414513542541	0.0338207514560533
ANKRD29	0.8410125	2.31535	1.46103114645716	0.0203812923640332
ANKRD30BL	5.91929	4.85459	-0.286074683237094	0.204646192136345
ANKRD32	3.98596	7.263595	0.865756531300141	0.038979959987278
ANKRD34A	0.528253	0.356808	-0.566081093070459	0.150414336092254
ANKRD36BP1	3.095465	2.307585	-0.423772356429258	0.307238868134173
ANKRD37	20.6525	10.008235	-1.04512886103836	0.0198199748734519
ANKRD39	13.46575	15.609	0.213083527486496	0.0910853252927833
ANKRD40	11.0471	15.9547	0.530313787459733	0.0116695288052045
ANKRD42	3.51673	3.30902	-0.0878305636012094	0.402588504242449
ANKRD46	8.129815	7.62467	-0.0925476248104191	0.439082993515518
ANKRD49	8.140035	10.56485	0.376165381173581	0.0654788493215041
ANKRD50	8.0661	6.624475	-0.28406516850417	0.132803052229639
ANKRD52	21.50145	23.4675	0.126230204728447	0.248088780884909
ANKRD54	19.1542	16.89	-0.181491442851688	0.083013502641422
ANKRD9	3.89771	4.92977	0.338893584536396	0.448032515665695
ANKS1A	14.61065	8.9825	-0.701831426984556	0.00854762647782834
ANKS1B	2.63741	2.6544	0.00926392783078181	0.950176258614956
ANKS3	4.45544	3.931285	-0.18056695683178	0.270999137483491
ANKS6	6.04883	10.3957	0.781258886116465	0.0063197034513236
ANKZF1	36.2928	19.2868	-0.91206956924276	0.0612471199398477
ANLN	46.15155	67.72275	0.553261455959585	0.0207488964993036
ANO1	0.406475	0.516135	0.344581842625921	0.290598404615975
ANO10	15.12775	13.27965	-0.187980303385569	0.131836180302319
ANO6	18.92185	20.88345	0.142306919867207	0.286487542204774
ANO8	5.67718	5.657355	-0.00504678107258113	0.961524036769612
ANO9	3.600845	1.806095	-0.995461719307975	0.00261432680489803
ANP32A	26.78105	50.35395	0.910892429170175	0.00458831159931942
ANP32B	79.63315	133.6005	0.746484375439599	0.0374809015037676
ANP32E	21.82105	25.7542	0.239087202568514	0.00828223709619675
ANPEP	169.107	207.9615	0.298380086573154	0.00952994772398717
ANTXR1	16.5953	22.14075	0.415929383236898	0.0234771912192285
ANTXR2	10.28715	12.7307	0.307468401658844	0.0398035087595081
ANXA1	795.4655	495.204	-0.683776393091535	0.00376711222072035
ANXA11	32.8456	22.4484	-0.549087498747448	0.0679165877905474
ANXA2	519.158	472.6795	-0.135311376996854	0.211346173867511
ANXA3	44.8924	77.26725	0.783385825784166	0.0291323794254481
ANXA4	35.59245	29.20185	-0.285511474089628	0.0417372594879414
ANXA5	339.046	392.6595	0.211797778062991	0.1582507240698
ANXA7	103.783	87.7622	-0.241898548399493	0.0613750975142743
ANXA8L2	0.1112535	0.61914	2.47641494515406	0.087787955960667
ANXA9	0.92305	0.233541	-1.98273294936615	0.0873849525369571
AOC2	1.302765	2.196265	0.753475273536893	0.0259636736055687
AOC3	0.657747	0.9545485	0.537285738666519	0.236736568294631
AOX1	0.423437	0.908383	1.1011533690742	0.00945767193784448
AP1AR	14.5627	19.6458	0.43194305375729	0.0268262987034621
AP1B1	43.37665	45.07635	0.0554520625817189	0.385438589764667
AP1G1	25.67545	26.8287	0.0633875875627029	0.166763792712532
AP1G2	37.6664	25.3209	-0.572949468516007	0.0363482629850511
AP1M1	20.39115	21.41335	0.0705673736849517	0.233912201052837
AP1M2	46.4643	50.6957	0.125740709950814	0.132673532501808
AP1S1	31.9891	44.59315	0.479241709883476	0.104024146740653
AP1S2	9.31599	10.18815	0.129111109621553	0.176132716617591
AP1S3	10.39135	10.74665	0.0485039104902937	0.493463734950505
AP2A1	27.42145	32.0271	0.223988310005548	0.0782521003943113
AP2A2	19.3823	22.2258	0.197495570379057	0.0860619413303984
AP2B1	37.16435	49.11185	0.402151792929746	0.0218670105161544
AP2M1	323.652	253.1425	-0.354493677685213	0.0338248842509117
AP2S1	117.605	122.547	0.0593857689351992	0.385540794322469
AP3B1	14.2093	21.27335	0.582211754071103	0.00759803290230187
AP3B2	4.6305	9.903505	1.09677122345755	0.0336757658933318
AP3D1	60.079	74.96375	0.319332324684114	0.0747016486605445
AP3M1	13.0087	13.40005	0.0427615876234656	0.281564412310446
AP3M2	23.2896	26.37435	0.17944967740712	0.241282205942792
AP3S1	37.8228	60.7889	0.684551743743864	0.0396948244097121
AP3S2	12.7445	15.3477	0.268147696330945	0.0793922455775449
AP4B1	14.2222	7.640885	-0.896332997292413	0.0181045002232622
AP4B1-AS1	1.168625	0.7124285	-0.713994921513718	0.200277348567703
AP4E1	5.93212	6.852895	0.208165800049523	0.0715657759290261
AP4M1	5.509135	7.0823	0.362392140092653	0.0205039776621702
AP4S1	3.197465	2.314965	-0.465938185689566	0.132414890003244
AP5B1	4.47539	5.97616	0.417205365003163	0.0565142851911471
AP5M1	18.3694	19.9063	0.115920586640087	0.124860414653694
AP5S1	14.2643	16.12375	0.176778368902778	0.233303754418876
AP5Z1	10.59365	8.29168	-0.353463404979549	0.107490819589545
APAF1	8.06744	7.94846	-0.0214355751198834	0.691842187166975
APBA2	0.501001	0.2457805	-1.02744302490203	0.0469907051945016
APBA3	5.52655	9.628775	0.800973120281275	0.0301122554760527
APBB1	2.207855	5.79101	1.39116956129296	0.0141801072451578
APBB2	6.554245	5.19881	-0.334248172081036	0.0148143221699436
APBB3	8.257535	7.47053	-0.144500580190642	0.280988556972484
APC	3.51249	5.10273	0.538775188621168	0.0797238772618577
APEH	71.5472	75.7107	0.081601898848549	0.266950412758356
APEX1	99.71565	140.908	0.49886166933298	0.0175290299518443
APEX2	54.32865	43.97325	-0.305087034243117	0.0387787019212651
APH1A	45.26735	55.24665	0.287416134107216	0.00449807432622281
APH1B	0.957773	1.178225	0.298859398942476	0.0865224115097282
API5	65.55195	81.5352	0.314784329956161	0.0106991549775201
APIP	30.04995	31.25745	0.0568374968379713	0.285621313278325
APITD1	27.43665	22.80925	-0.266485330384466	0.00335591520871329
APITD1-CORT	1.585815	1.391495	-0.188588752422449	0.702396555760498
APLF	5.200895	3.851055	-0.43350618433396	0.011560251969645
APLP1	0.4679375	1.0442425	1.15806902730811	0.0489816586970539
APLP2	67.46295	79.27265	0.232727799475767	0.0365108617181774
APMAP	129.941	149.043	0.197871905822412	0.00976767083991436
APOA1BP	109.4885	96.614	-0.180475180690257	0.254230421598473
APOBEC3B	1.876155	1.312755	-0.515181331556275	0.0538685159320866
APOBEC3C	8.727325	3.24603	-1.42686318978031	0.01897782480123
APOBEC3F	2.905785	1.43771	-1.01515526184136	0.0336375077404491
APOC1	3.345825	4.036815	0.270855483562598	0.160675909003633
APOE	0.762145	1.0063785	0.401035601011064	0.1355523307849
APOL2	9.415725	6.584575	-0.515981859935294	0.0799607122201259
APOL4	1.12686	0.719954	-0.646331651062565	0.0257272424061618
APOL6	0.6367745	1.19241	0.905025910876451	0.00793352855990558
APOLD1	3.86975	4.695005	0.278886328289433	0.0397381270041925
APOM	11.82195	9.383275	-0.33330457119049	0.0310444823905025
APOO	19.4002	14.36005	-0.434010753016846	0.0363372379972684
APOOL	6.74349	7.69822	0.191029469576235	0.00758255664841576
APOPT1	17.10665	15.59505	-0.133469085908474	0.408708137834995
APP	105.1075	140.349	0.417153167323845	0.00210799491230285
APPBP2	6.774105	6.65462	-0.0256740630640661	0.518504371971913
APPL1	5.30455	7.528115	0.505058298518277	0.0217089646456416
APPL2	7.95094	8.617185	0.116091223916839	0.333222376986369
APRT	359.949	329.2535	-0.12859373371284	0.160120676459827
APTX	8.409905	16.93895	1.01018303994424	0.0133248789047179
AQP1	0.38872	0.3083215	-0.334295842018706	0.490535342756005
AQP7P3	0.6210685	0.2390785	-1.37726800122207	0.0559718887000365
AQR	39.7583	45.8	0.204091527387889	0.0505825536052986
ARAF	51.5677	37.65905	-0.453471094023342	0.0174980193288719
ARAP1	17.1219	13.40125	-0.35347523087059	0.039411397064179
ARAP2	1.864745	1.969215	0.078642275671403	0.566730372652608
ARAP3	3.47256	3.12508	-0.152106499472359	0.307248700640851
ARCN1	50.56885	61.7378	0.287905103933415	0.0859391553041195
AREG	4.818165	1.667255	-1.53100902444441	0.00706593844772508
ARF1	556.851	491.423	-0.180325967009938	0.0216747718273986
ARF3	67.67185	71.3445	0.0762463863598202	0.160329701151486
ARF4	70.00095	71.5239	0.0310509034699636	0.549148687991382
ARF5	143.911	120.4305	-0.256976057737539	0.120329579521191
ARF6	43.77265	52.2756	0.256107988127031	0.0362082702845676
ARFGAP1	59.1227	54.3978	-0.120163849597214	0.264017561414401
ARFGAP2	29.57985	33.91885	0.197472520425792	0.056993833981409
ARFGAP3	18.23725	13.9865	-0.382853215738355	0.0731372713242661
ARFGEF1	5.751655	7.005475	0.28450573304877	0.0206579786457032
ARFGEF2	17.09955	17.8272	0.0601217672671195	0.408811716588738
ARFIP1	29.0528	31.33685	0.109182954607477	0.125271355088759
ARFIP2	35.44515	36.9779	0.0610750600659119	0.397624740621669
ARFRP1	17.703	22.81015	0.365682069701129	0.134254785417927
ARG2	7.489825	7.732675	0.0460355681951042	0.779513361089969
ARGLU1	46.0215	45.0051	-0.0322195091382939	0.65533800848423
ARHGAP1	22.37865	20.75735	-0.108500734957309	0.0575793468622427
ARHGAP10	3.57334	5.46982	0.614220166256616	0.108531648199753
ARHGAP11A	36.245	51.79705	0.51508794538488	0.0485791283842984
ARHGAP11B	4.87616	4.84431	-0.00945427566634552	0.966778625332945
ARHGAP12	9.554225	7.957675	-0.263791873356914	0.0621314567991374
ARHGAP17	23.41275	20.5374	-0.189040849093867	0.0167826734074554
ARHGAP18	11.32625	11.28325	-0.00548760136704548	0.952332977258269
ARHGAP19	3.052285	3.6758	0.268168595084501	0.126241315957666
ARHGAP21	8.528915	12.5057	0.552151686996293	0.0224193087050752
ARHGAP23	0.675549	0.774061	0.196386845452183	0.0110216950454466
ARHGAP26	5.878005	5.660475	-0.054403463980142	0.586645868061349
ARHGAP27	36.2856	18.8736	-0.94302749327373	0.0135728959749604
ARHGAP29	40.00615	38.99235	-0.0370306912769529	0.496038469064272
ARHGAP31	1.18748	0.2988835	-1.9902480555283	0.00803910927395954
ARHGAP32	1.16893	1.4285	0.289312497915918	0.191347087584164
ARHGAP35	10.31705	14.45395	0.486433295243056	0.000990091894412821
ARHGAP39	4.167395	3.10652	-0.423846507624189	0.0724914639806289
ARHGAP4	1.21556	0.88094	-0.464505439508418	0.289296469059144
ARHGAP40	3.189685	0.509317	-2.64677817899841	0.0146202591204023
ARHGAP44	0.376729	2.21123	2.55325009512827	0.0166295474611828
ARHGAP5	8.907135	9.467275	0.0879877690554536	0.535425795004187
ARHGAP5-AS1	5.03812	2.22609	-1.17837356369225	0.0149585926000343
ARHGAP8	11.09825	7.57842	-0.550363204634243	0.123544034444093
ARHGDIA	284.7805	336.1965	0.239454342472698	0.0882063631491039
ARHGDIB	23.68115	48.75455	1.04179772153551	0.0369578890459639
ARHGEF1	16.77845	20.4767	0.287373785915664	0.0495796484534896
ARHGEF10	2.469535	6.300375	1.35119828500397	0.0470083335047553
ARHGEF10L	0.317893	0.0433381	-2.87483343843896	0.206248402940885
ARHGEF11	8.128985	8.091815	-0.00661188949144415	0.916077615715821
ARHGEF12	14.381	17.0766	0.247856760046012	0.0356093369480299
ARHGEF16	3.652105	2.470165	-0.564120831227295	0.0629515125645218
ARHGEF17	3.942135	1.96263	-1.00618896500066	0.0010891452754734
ARHGEF18	17.292	22.54835	0.382917125220178	0.0175211463919774
ARHGEF19	7.780895	6.765685	-0.201700102217211	0.155977437168232
ARHGEF2	21.4989	24.3016	0.176788457347911	0.100446837041129
ARHGEF25	2.046185	1.45257	-0.494328898724716	0.0646171916118189
ARHGEF26	3.684665	3.6165	-0.0269393076022122	0.754277696492583
ARHGEF26-AS1	2.23019	1.2375	-0.849738099922397	0.0482771987923421
ARHGEF28	2.97837	6.299255	1.08065822445976	0.0265529191689835
ARHGEF3	2.93151	3.3237	0.181146191018089	0.188076576614286
ARHGEF35	1.218175	1.597795	0.3913609176208	0.270169845053464
ARHGEF37	2.51633	2.90295	0.206198588887194	0.258605649120932
ARHGEF38	0.286426	0.605287	1.07945690844482	0.156273795514094
ARHGEF39	4.306905	4.9128	0.189894006658633	0.121502909981231
ARHGEF4	12.9256	16.29595	0.334282207589058	0.00117890142929966
ARHGEF40	0.766322	0.2499455	-1.61633717090957	0.120175575040503
ARHGEF7	14.08405	13.50865	-0.0601787493129428	0.495893512411374
ARHGEF9	4.28544	4.024455	-0.0906499143978184	0.203055646881403
ARID1A	11.98075	9.165595	-0.386417780380816	0.0624770074916279
ARID1B	5.096645	6.722615	0.399474661936475	0.0686032023341747
ARID2	2.496375	3.183425	0.35074510642634	0.10047859629639
ARID3A	0.3589505	0.9703665	1.43474483790112	0.0741013603014306
ARID3B	2.480995	2.574085	0.0531408664762094	0.638431388341618
ARID4A	5.616085	5.56587	-0.0129575585793486	0.559920710856653
ARID4B	16.8675	12.5993	-0.420902580062652	0.05434320908845
ARID5A	3.462775	4.10257	0.244599301008261	0.240317259185219
ARID5B	2.169015	1.25424	-0.790226594515451	0.0114154210251112
ARIH1	27.54695	37.68835	0.452226042686429	0.0118992318415373
ARIH2	32.58385	45.0782	0.468272830956274	0.028244670621068
ARIH2OS	1.354645	1.185565	-0.192340064157399	0.4384982618288
ARL1	16.6803	23.8604	0.516472992531002	0.0422258795490531
ARL10	0.5224495	0.5775715	0.144707961914642	0.373297608569383
ARL13B	9.627175	12.0569	0.324674596974209	0.0114804570172627
ARL14	51.8499	22.1604	-1.22635728401721	0.000514891675834642
ARL14EP	9.82582	13.6619	0.475508421763457	0.0174622304279114
ARL15	5.71927	3.9771	-0.524114177432567	0.0852308719319258
ARL16	39.6	27.8292	-0.508900993881922	0.0139652417449657
ARL2	71.5042	89.785	0.3284464550176	0.00483715886857776
ARL2BP	40.0375	58.87755	0.556365746526935	0.0133023436229055
ARL3	7.204675	5.36502	-0.425349803327822	0.033582561089153
ARL4A	10.39195	14.36	0.4665893546526	0.0201349777450231
ARL4C	3.96623	6.04893	0.608911624224029	0.00735514683488263
ARL4D	2.74495	3.68661	0.425514933935224	0.111477127690051
ARL5A	23.0559	26.4467	0.197951731871363	0.221183977007089
ARL5B	7.052965	9.19143	0.382059452625253	0.190000286324085
ARL6	11.82505	8.5726	-0.464041550228356	0.0332057147357588
ARL6IP1	252.408	321.399	0.348607803367035	0.062486672229472
ARL6IP4	64.4512	64.4166	-0.000774704768984002	0.987971117687332
ARL6IP5	24.18735	22.80105	-0.0851524515199189	0.152999092725679
ARL6IP6	28.00885	31.75535	0.181116921395215	0.427537036270046
ARL8A	19.27115	15.4697	-0.316997447352881	0.0165193096877959
ARL8B	53.1122	74.86175	0.495185484068466	0.0195756514343715
ARMC1	26.2828	32.68115	0.314339771350087	0.0798137884769081
ARMC10	26.0835	36.39095	0.480442243996853	0.0212243443979526
ARMC12	1.60479	1.115635	-0.524519420356304	0.202571443982752
ARMC2	1.05656	1.0745345	0.0243371065509187	0.851398576790782
ARMC5	8.45775	7.77009	-0.122342607533667	0.293444542119974
ARMC6	12.56775	21.45715	0.771732078265416	0.0294433350079823
ARMC7	6.79974	5.01299	-0.43980822722931	0.183058832190401
ARMC8	12.8749	14.16995	0.13827344072594	0.120788446368188
ARMC9	6.76391	5.032035	-0.42671550667461	0.102128862029
ARMCX3	5.898655	8.172235	0.470344659249833	0.021361987140858
ARMCX5	4.301775	5.200635	0.273755719731389	0.0529867519474361
ARMCX5-GPRASP2	1.18376	0.9992135	-0.244511739236421	0.233139629438216
ARMCX6	6.560435	6.58632	0.00568112958529452	0.949632621894203
ARNT	8.483255	6.39752	-0.407105176418643	0.0187025734555393
ARNTL	14.8293	14.91005	0.00783459698014907	0.790052143185287
ARNTL2	8.15599	13.66535	0.744590499371982	0.0196337849974019
ARPC1A	93.3019	98.12545	0.0727209046378711	0.104215884233316
ARPC1B	181.4365	178.2635	-0.0254533784061282	0.319986320988811
ARPC2	199.3965	157.3385	-0.341768351655176	0.00527524717536714
ARPC3	235.1145	229.429	-0.0353157551074583	0.595041202209972
ARPC4	180.3275	162.0055	-0.154576632325974	0.164096612857285
ARPC4-TTLL3	1.0929585	0.83945	-0.380722320571449	0.553193552559252
ARPC5	133.844	126.8325	-0.0776279928171362	0.253824759151154
ARPC5L	120.4885	147.8355	0.295097292701104	0.00829211508883287
ARPP19	25.46255	51.5934	1.01880961491676	0.0217789035752538
ARRB1	1.310695	0.386735	-1.76091476693359	0.00911886628087276
ARRB2	20.8225	24.42535	0.230235942747757	0.0704558363507031
ARRDC1	103.8045	103.024	-0.0108885267214429	0.475483890471141
ARRDC2	3.60321	4.496505	0.319521336491217	0.273063949348661
ARRDC3	19.11125	11.25935	-0.763298599707694	0.00143323346229414
ARRDC3-AS1	2.067975	1.21528	-0.766929996384818	0.0888399093748373
ARRDC4	10.18405	10.6785	0.0683975996069601	0.327523858719275
ARSA	5.372755	3.142345	-0.77382046830596	0.090439002706222
ARSB	3.7587	3.416965	-0.137518301211169	0.1845509817798
ARSI	0.750274	0.796512	0.0862785331622599	0.755909403697389
ARSJ	1.359285	1.30033	-0.0639701769585404	0.73993301566004
ARSK	4.530535	5.792595	0.354528375117307	0.0430724934091667
ARTN	6.30268	1.142485	-2.46379019213571	0.0316022108064207
ARV1	33.5312	24.10655	-0.47607891965258	0.0572135343232508
ARVCF	3.328095	2.462245	-0.43472229459059	0.0102420398854066
ASAH1	29.76905	35.0063	0.233801401258033	0.0275815576092464
ASAP1	13.6632	15.0736	0.14172860359911	0.308504977162517
ASAP2	16.73055	22.5129	0.428267036270802	0.108619707954883
ASAP3	7.041515	2.08021	-1.75915668406988	0.0164872371051398
ASB1	4.82622	5.43746	0.172039201542737	0.0943939267957453
ASB13	10.84495	18.82175	0.79537737097216	0.0324325947280268
ASB16	2.672675	1.74738	-0.613091032049659	0.18650791833657
ASB16-AS1	9.03996	7.227135	-0.32289254550263	0.129571475921918
ASB3	7.764315	8.263875	0.089959782353299	0.736958077734883
ASB6	20.8438	24.4134	0.228054913014836	0.0662491558361801
ASB7	6.997445	7.730045	0.143648570495698	0.54219646400711
ASB8	7.102655	7.10227	-7.82035231975669e-05	0.998284043776766
ASB9	5.24698	4.08293	-0.361882457429821	0.0576444845621257
ASCC1	22.60895	18.5304	-0.286999968378663	0.0690697638339913
ASCC2	28.05005	31.09855	0.148843972390392	0.0647109062633876
ASCC3	20.0851	22.4437	0.160184889549138	0.24854435571801
ASF1A	26.11005	29.2847	0.165541894810816	0.200012863722144
ASF1B	44.90415	86.43185	0.944714257536761	0.0210311846444683
ASH1L	9.468005	6.583385	-0.524230898123543	0.045226454149347
ASH1L-AS1	4.05753	2.176505	-0.898588427233633	0.0239517101367187
ASH2L	16.94125	14.245	-0.250084705326484	0.0536069188168056
ASIC1	0.494828	0.4111585	-0.267232483532548	0.303857870465656
ASIC3	1.646205	1.92062	0.222428101930142	0.172641706089118
ASL	39.06155	22.4621	-0.798256385115285	0.11006674222782
ASNA1	69.42895	111.873	0.688252632651055	0.0218060359538265
ASNS	68.99765	100.172	0.537860172978882	0.0148691840221298
ASNSD1	32.21925	38.98265	0.27490925547087	0.0716556236268457
ASPH	66.093	56.73375	-0.220290255281959	0.0746651888091247
ASPHD1	4.89891	4.62859	-0.0818880129687495	0.304830147826159
ASPHD2	0.542582	2.089775	1.94543452734791	0.0933626852284202
ASPM	35.0942	26.9848	-0.379085622078273	0.115177005178846
ASPSCR1	9.985865	15.12425	0.598904294055828	0.044050662703086
ASS1	60.06125	96.2404	0.680208138037097	0.000416749523110041
ASTE1	2.86492	2.23485	-0.3583168507527	0.030971487693133
ASTN2	8.783145	4.86345	-0.852757535382607	0.0174545276358395
ASUN	47.0587	64.84495	0.462532757978868	0.0523230383414365
ASXL1	16.29805	17.72055	0.12072402032706	0.265838268302703
ASXL2	9.974845	11.6692	0.226339329796496	0.0872581100998432
ATAD1	24.3207	25.5709	0.0723181858169964	0.0832898645230544
ATAD2	24.5735	41.83155	0.767488100511011	0.000751585280279329
