SUM159R_DMSO_24H_0	SUM159R_DMSO_24H_1	SUM159R_DMSO_3H_0	SUM159R_DMSO_3H_1	SUM159R_JQ1_24H_0	SUM159R_JQ1_24H_1	SUM159R_JQ1_3H_0	SUM159R_JQ1_3H_1	SUM159_DMSO_12H_0	SUM159_DMSO_12H_1	SUM159_DMSO_24H_0	SUM159_DMSO_24H_1	SUM159_DMSO_3H_0	SUM159_DMSO_3H_1	SUM159_JQ1_12H_0	SUM159_JQ1_12H_1	SUM159_JQ1_24H_0	SUM159_JQ1_24H_1	SUM159_JQ1_3H_0	SUM159_JQ1_3H_1
ACADVL	140.418	133.839	123.496	115.461	180.465	183.92	130.486	124.225	87.4092	89.9438	107.922	98.7337	83.3515	92.8924	121.382	115.055	207.475	206.407	108.577	101.749
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0.01	0.01
ACAP1	0.222588	0.214003	0.295181	0.346229	0.205971	0.299738	0.304092	0.372577	0.21214	0.20633	0.530557	0.529928	0.0405727	0.190136	0.185378	0.141955	1.02855	0.776089	0.146171	0.0506015
ACAP2	14.3438	14.2979	12.11	11.7775	18.6977	15.4102	14.5382	15.2263	9.54952	10.8659	12.3761	10.6878	12.5136	9.3458	13.033	10.7844	12.3627	14.4288	11.8045	16.6193
ACAP3	10.9878	17.7299	12.3982	11.211	12.5584	24.5798	12.1833	9.94848	10.5591	6.44098	6.73232	11.0437	4.58852	9.8856	11.9543	20.9904	27.5719	14.1101	11.6602	7.05091
ACAT1	65.3895	63.0733	105.335	122.55	75.9594	70.5015	114.269	121.086	52.5238	54.0245	66.4703	71.0922	60.3014	50.3393	61.4247	53.7588	61.9416	67.6331	55.6062	68.6225
ACAT2	50.5733	48.3237	28.1188	29.5422	35.7184	31.6967	32.6512	34.978	31.115	33.8606	42.2225	37.2272	31.8219	28.4387	25.3286	21.7967	18.5661	23.4403	31.315	32.7786
ACBD3	18.9843	18.0932	19.4801	19.5443	20.9187	17.9427	20.1257	22.1079	19.5596	21.562	31.623	27.7378	24.1973	20.1666	26.7818	24.4701	22.9976	25.9989	19.6646	22.2349
ACBD4	6.24675	6.76908	3.91379	3.38126	7.02921	9.88198	3.73453	3.12453	3.50007	3.08664	8.43605	9.10445	1.89069	2.59531	4.98836	5.00402	16.9274	13.2005	2.47337	1.42021
ACBD5	10.4672	9.82515	10.9438	11.8131	10.294	9.42459	13.5877	13.0013	12.1224	12.7724	11.9952	11.132	12.6454	10.6053	13.871	12.4495	8.77994	9.94371	9.98665	12.3825
ACBD6	25.4846	27.1207	35.6794	34.8096	23.9657	26.4396	33.5156	33.145	26.2558	23.8851	26.1539	27.9008	24.6276	25.992	22.5162	23.5907	23.7105	18.7288	24.0896	22.9538
ACBD7	2.49726	2.41392	1.56979	1.40517	2.52511	2.32885	1.8408	1.93049	1.00348	1.10946	2.60112	2.40815	1.09246	1.22994	2.89204	2.43959	2.11812	2.34832	2.33135	3.216
ACCS	2.78443	2.37901	1.26711	1.19147	5.32334	4.3341	1.40805	1.55904	1.2663	1.75225	5.15317	4.03822	1.08956	1.05157	2.09634	1.80465	8.32057	8.15472	0.840992	1.16051
ACCSL	0.026446	0	0	0	0.0225893	0	0.0197071	0	0.0151228	0	0.0398124	0.0335795	0	0	0.0165188	0.0311369	0.0312008	0.0582369	0.0173668	0
ACD	15.6763	18.5956	17.8945	15.0894	12.5864	18.1459	16.8686	15.5732	18.5307	14.7316	10.9788	12.9104	12.2246	18.8143	12.7665	16.0381	14.6604	10.6646	19.8764	14.2219
ACE	0.0145477	0	0.01	0	0	0	0	0	0.0359064	0.0179823	0.0219005	0.0369122	0.0159103	0.0204308	0.0272649	0.0256843	0.021163	0.0197513	0.0471584	0.052908
ACE2	0	0	0	0.0185778	0	0.01	0	0	0.0147978	0	0.0194784	0.0410723	0	0	0.01	0.0228508	0.0305303	0.0569853	0.01	0.0117657
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0.0528725	0.0550615	0	0	0	0	0	0
ACER2	0.484179	0.527572	0.612451	0.440289	0.647927	0.506258	0.865923	0.998462	0.249185	0.199473	0.0728894	0.133203	0.211811	0.202199	0.463725	0.389542	0.17137	0.195472	0.879677	1.36487
ACER3	10.789	10.2484	12.2377	13.0045	14.0765	12.1055	13.2092	13.2159	6.94657	8.07524	4.39886	4.96854	9.36361	7.67419	8.91518	8.23991	5.4724	6.79455	8.25913	10.7769
ACHE	0	0.027392	0.019003	0.0222895	0	0.0442717	0	0.0171679	0.0244383	0.0264099	0	0.01	0	0.01	0.01	0.0378919	0.0183148	0.0235271	0.014032	0
ACIN1	66.8535	61.7855	38.6616	34.4728	66.943	70.3956	32.2467	34.4519	55.4669	52.2804	47.7291	44.2836	50.4036	59.3681	53.734	56.0707	53.3575	54.4389	48.9422	39.897
ACLY	127.821	124.183	72.6842	64.4397	132.844	133.291	71.0404	67.8819	163.341	160.772	125.642	111.096	160.389	172.567	170.644	171.133	144.92	157.711	209.62	186.688
ACMSD	0.204286	0.10475	0.100028	0.0879952	0.0348989	0.0388366	0.091338	0.0328264	0.0233636	0.0252486	0	0.0259389	0	0.0465339	0	0	0	0.0899717	0.0268305	0.0371527
ACN9	16.6058	17.9462	24.6894	28.5121	15.6813	16.7382	25.5564	25.6459	17.6068	18.1151	15.8325	14.5106	18.5647	16.0104	21.148	20.8411	14.0133	15.4651	17.0388	19.9028
ACO1	67.7861	61.723	39.9091	37.9479	60.9464	55.6203	43.1417	40.9392	18.1828	19.6576	24.6074	22.6779	20.6164	18.3623	21.2741	20.0427	21.5615	24.3439	20.5116	22.162
ACO2	28.6878	27.4862	27.1989	26.8597	27.9516	32.5335	26.8632	24.6596	31.9811	30.5278	37.0169	33.8023	25.4241	32.4196	29.4234	31.7434	41.5171	39.593	36.8483	28.4303
ACOT1	0.45822	0.274118	0.504826	0.285099	0.41749	0.304892	0.273166	0.417242	0.786083	0.96277	1.05772	0.950306	0.668185	0.765434	0.305296	0.413616	0.468525	0.369985	0.601817	0.444452
ACOT11	0.117992	0.181504	0.101106	0.0847077	0.0807744	0.0916106	0.0320929	0.0379198	0.256449	0.230613	0.284318	0.374227	0.241487	0.422521	0.253361	0.125967	0.260756	0.0948405	0.331342	0.107383
ACOT12	0	0	0.0146541	0	0	0	0	0	0	0	0	0	0.0261847	0	0	0.0140945	0	0	0.0157226	0.0217714
ACOT13	7.11448	7.32445	6.90336	7.79177	6.738	5.91351	7.51193	7.97633	6.79335	6.72271	10.8849	11.855	6.18957	6.35823	6.70419	6.52052	6.81284	6.91899	7.91422	7.88897
ACOT2	3.51544	4.09092	4.3952	4.04349	2.32976	3.78149	3.19757	3.1833	6.80468	4.73252	4.65179	5.65621	3.94002	6.55445	2.03747	3.98597	2.89712	1.79491	4.39147	2.9577
ACOT4	1.49638	1.43867	2.96744	2.42784	2.35182	2.23314	2.07404	2.90947	0.479185	0.480856	0.901075	0.646005	0.523692	0.596503	0.467337	0.616633	0.988638	0.659038	0.353757	0.380998
ACOT6	0	0	0.0326966	0	0.0456301	0	0	0	0.0305478	0	0	0.101745	0	0	0.0333677	0	0.12605	0	0	0
ACOT7	54.1431	56.8767	62.4337	62.9644	35.868	52.3758	60.3838	56.6226	47.833	39.1119	29.1925	25.8657	34.0298	50.7329	44.2746	54.4414	37.4203	28.0391	65.6205	45.0562
ACOT8	15.7653	16.3163	17.5013	18.1167	12.986	16.0896	18.5085	17.328	11.2967	10.6514	20.0261	18.3219	7.43118	10.4698	12.5051	13.763	21.7949	18.2965	10.9124	10.047
ACOT9	36.5472	32.8078	44.3892	47.7786	35.578	32.127	42.6896	46.4309	39.1094	45.4128	33.9799	33.1513	48.2825	43.4317	55.7783	49.5304	40.1114	46.44	43.7458	50.2659
ACOX1	8.93704	7.92897	7.8721	7.53313	11.7478	10.1552	9.39598	8.84941	7.12091	7.67259	8.81367	7.81894	7.54534	6.81769	11.8606	10.2878	12.6903	14.5359	8.88283	9.99804
ACOX2	4.06051	3.35735	2.34859	2.53612	1.90759	1.62107	2.87452	2.51204	9.1717	9.98694	3.57597	3.15792	8.39316	8.12788	6.63238	7.36236	2.01204	2.12364	10.266	9.37855
ACOX3	6.86983	7.5106	6.97075	6.3992	7.11479	8.60606	6.94104	6.23524	5.47351	5.78713	7.61858	7.19955	5.96501	6.51803	6.60884	6.84312	9.55311	8.66072	5.45302	4.90648
ACOXL	0	0	0.0120597	0	0.0673203	0.0187291	0	0	0	0.060881	0.029662	0.0875639	0.021549	0.0336617	0.0123072	0.0115992	0.0697381	0.0216946	0.0129391	0.035834
ACP1	98.4738	96.0223	154.202	180.102	100.692	95.0863	150.768	164.379	72.0298	76.4563	77.9216	75.3949	86.9114	74.9582	80.542	76.0171	66.5381	68.0835	72.589	86.7795
ACP2	13.1088	13.0272	9.1728	8.37826	9.54796	12.1229	9.16881	8.60609	11.3466	9.74088	6.61702	5.9899	8.27706	10.4497	9.85751	11.6066	8.39124	7.99748	11.5365	7.29025
ACP5	0.0672971	0.0390203	0.0205934	0	0.0287329	0.0159911	0	0.0270328	0.134697	0.0415878	0.202628	0.299092	0.0367975	0.153303	0.0630544	0.0792368	0.0793968	0.111149	0.154684	0.152994
ACP6	2.93082	3.14226	1.51661	1.39634	2.63997	2.89985	1.66778	1.41285	8.44072	7.52458	10.3484	9.74325	6.00272	6.40297	7.47242	7.48172	8.17291	7.48075	6.82373	5.57246
ACPL2	0.350676	0.514698	0.317107	0.382894	0.286512	0.289856	0.442898	0.551036	1.16052	1.21022	0.986575	0.957963	1.00087	0.798949	0.523637	0.376976	0.737197	0.889738	0.861069	0.748447
ACPP	0.881143	1.05091	0.0839968	0.0203664	0.584662	0.564962	0.0633767	0.0683318	3.22265	3.84799	5.5484	4.63685	2.63508	2.35792	2.04156	1.8592	2.93955	3.3107	2.7007	2.92779
ACPT	0	0.0239652	0.0228849	0.0268425	0.0958117	0.0177704	0.0557245	0.0300407	0	0.0231059	0	0.0237377	0.163568	0.0638774	0.0934182	0.022011	0.0882247	0.0411682	0.0982142	0.135999
ACR	0	0	0	0	0	0.0174199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0.177858	0.0977133	0.0311028	0	0.21703	0.169062	0	0.0204142	0.0726471	0.0157016	0.459002	0.209702	0.0555762	0.0434079	0.0158706	0.134618	0.179859	0.363686	0.0834269	0.0693137
ACRC	0.732879	0.736849	0.325431	0.340444	0.883767	0.764933	0.514003	0.381006	0.829958	0.914679	1.10329	1.10391	1.57161	1.35026	1.02326	1.22664	1.42412	0.996806	4.04837	4.39059
ACRV1	0.280544	0.254373	0.18857	0.402811	0.199694	0.132921	0.167283	0.270717	0.159936	0.231158	0.140778	0.035653	0.255701	0.159243	0.245351	0.132237	0.13251	0.0618327	0.337757	0.425179
ACSBG1	0.13912	0.138722	0.179787	0.166478	0.0527923	0.0440731	0.299544	0.211158	0.15913	0.210189	0.162878	0.0883228	0.185971	0.246523	0.115871	0.218433	0.237101	0.170202	0.274127	0.281168
ACSBG2	0.170402	0.120142	0.0417186	0.1101	0.145552	0.105284	0.126981	0.0410726	0.0876981	0.0737127	0.153916	0.0540916	0.0931813	0.0194078	0.117081	0.130408	0.140728	0.0938109	0.0223803	0.0929712
ACSF2	3.40214	3.27093	2.01805	1.76398	5.79407	6.02862	1.86229	1.95727	1.47712	1.32375	7.68249	6.19976	0.895748	1.08831	3.14823	2.78167	14.1227	13.8507	1.51702	1.50864
ACSF3	3.55685	3.87867	4.30935	3.83968	3.73068	4.81924	3.41677	3.31578	3.7	3.09638	3.68432	3.53158	2.35349	3.27426	2.18091	3.04732	4.12125	3.58081	3.51099	2.29606
ACSL1	45.9294	41.1989	36.131	36.5602	55.1065	49.4904	38.8069	39.4572	30.7773	34.2578	111.129	104.423	40.6134	34.4888	46.4725	40.6271	91.8104	109.753	39.0306	48.7799
ACSL3	53.6622	55.2195	42.4969	46.8533	58.906	52.9937	46.5113	49.118	49.268	53.3129	41.2969	41.311	61.7647	50.15	63.477	56.8091	66.6502	77.3159	73.4125	90.0046
ACSL4	44.1351	45.1968	40.9856	47.0892	57.934	49.8153	49.5922	51.7916	95.99	109.072	138.997	126.095	163.964	125.764	92.3992	82.4756	103.026	128.169	109.598	151.611
ACSL5	6.89238	5.64273	2.91378	2.89284	2.12075	1.50723	1.62775	1.67741	52.6723	58.976	60.6988	53.9334	61.5146	53.0804	24.4258	21.218	15.6833	19.5339	51.1264	54.8122
ACSL6	0.0280397	0.0269591	0.0514895	0.050328	0.0838334	0.0293456	0.0626883	0.0225284	0.028061	0.0693165	0.0316576	0.0311541	0.030666	0.0558915	0.0394093	0.0619047	0.0413522	0.0540304	0.0230172	0.0382473
ACSM1	0	0	0	0.0166113	0	0	0	0	0	0.014299	0.174166	0.0293798	0.0506114	0	0	0.0136214	0	0	0	0.0420811
ACSM2A	0.0154844	0	0.01	0.0111164	0.0132263	0	0.0115387	0.0124408	0	0	0.046621	0.0393222	0	0.01	0.01	0.01	0.0182684	0.0170491	0	0
ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0.0123136	0	0	0	0	0	0	0	0
ACSM3	1.54531	1.45598	0.248999	0.270389	1.46778	1.47457	0.264188	0.284868	0.841146	0.831804	8.64872	7.83701	0.924231	0.674381	0.957853	0.718418	1.89397	2.4117	1.01006	0.882207
ACSM4	0.33323	0.249182	0.152968	0.13955	0.426951	0.395938	0.206931	0.0892439	0.28583	0.171606	0.418043	0.440745	0.303701	0.300461	0.121417	0.114432	0.458666	0.428054	0.145886	0.0505027
ACSM5	0	0	0	0	0	0	0	0	0.055166	0.0834634	0.319506	0.56347	0.0422029	0.0769128	0.0120516	0	0.0227633	0.0849761	0.0253407	0.140359
ACSS1	2.25475	2.21237	1.36128	1.05481	2.46105	2.66024	1.10796	1.2473	3.14511	3.57186	3.08438	2.78057	2.37896	2.74329	2.75062	2.6403	2.71796	2.5763	2.29496	2.07834
ACSS2	38.545	36.6358	24.4895	23.9819	41.7015	40.2586	26.0093	25.2598	12.4352	13.2498	27.1564	25.0791	11.5658	11.8486	18.0848	17.3121	26.022	28.3643	15.6456	14.4686
ACSS3	0.0151067	0.01	0	0.0325358	0.0129037	0	0	0	0	0.01	0.136452	0.0383632	0.0165217	0.0172057	0.018872	0.0266795	0.0356456	0.0498998	0	0
ACTA1	0.265445	0.0638018	0.0406171	0.0476414	0.0566837	0.110389	0.0247256	0.0533176	0.0189739	0.0615142	0.0999017	0.0210654	0	0.0566863	0.0829015	0.117198	0.0782927	0.0730672	0.326841	0.120689
ACTA2	6.18587	6.24841	2.61612	2.61524	5.25113	5.68369	2.82343	2.8119	2.41211	2.18644	6.78169	6.2991	1.68159	1.90789	2.66173	3.0924	8.84962	6.96206	2.23057	1.49572
ACTB	2963.72	3416.44	2636.73	2451.65	2516.51	3311.02	2646.78	2442.17	3050.89	2219.77	1252.21	1246.29	2552.39	3674.68	2888.35	3892.61	1771.15	1532.64	6470.35	4386.6
ACTBL2	0	0	0.090895	0.106614	0	0.0156847	0.196737	0.185604	1.59464	1.7131	0.770057	1.13139	1.42565	1.43769	0.546257	0.582828	0.0778698	0.327027	0.910212	0.825254
ACTC1	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0.0133963	0.01	0	0.01	0	0	0.0160877	0.0111384
ACTG1	1366.96	1437.76	1169.03	1123.97	1477.01	1860.46	1383.96	1280.19	1614.5	1353.26	887.084	854.635	1987.11	2488.08	1886.38	2247.36	1120.23	1034.08	4371.14	3730.72
ACTG1P4	0.0240229	0.0769879	0.249959	0.189709	0.0410392	0.0342524	0.0358029	0.0193011	0.0961605	0.059382	0.0361646	0.10676	0.052546	0.0957626	0.0300105	0	0.141711	0.158703	0.0473268	0.152913
ACTG2	0.0758415	0.0274451	0.0262079	0.0307403	0	0.0407029	0.0638181	0.0688078	3.22372	3.65165	0.774089	0.601877	7.50657	5.67977	4.53498	3.9783	0.447387	0.501033	7.55519	7.44336
ACTL10	0.632617	1.06626	2.76776	2.03532	0.860575	2.23829	2.96817	2.42841	1.23264	0.361981	0.493814	0.773508	0.256248	1.37431	1.18544	2.8138	1.90736	0.722342	1.73866	0.447423
ACTL6A	83.2565	78.1983	115.868	130.874	76.8276	67.0427	119.98	129.103	83.3569	92.4558	66.754	58.2979	100.499	82.0839	98.435	91.0644	43.8624	56.5466	91.3427	117.227
ACTL6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018959	0	0.0354599	0	0.0292854
ACTL7A	0	0	0.0212835	0.0249642	0	0	0.0259126	0	0	0	0	0	0	0.0198025	0	0	0	0	0	0
ACTL7B	0	0	0	0.0255038	0	0	0	0	0.0203146	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0.0826563	0	0.0185161	0.0220304	0.0490323	0	0	2.92023	3.17177	0.776546	0.916962	2.14376	3.02565	0.869943	1.03246	0.0608577	0.0567959	2.94706	2.18114
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	144.909	150.263	72.3765	69.3565	126.886	146.23	64.6828	60.2239	113.527	100.877	84.6023	77.5419	105.089	133.265	73.2957	81.7888	70.1105	67.2807	137.004	104.089
ACTN1-AS1	0	0.0693458	0	0	0	0.102841	0	0.086926	0.061868	0	0.162874	0	0	0.061612	0.0675789	0.318456	0.510575	0.357374	0.0710483	0
ACTN2	0.01	0.01	0	0.01	0	0	0	0	0.0339111	0.0244313	0.0148791	0.0313742	0.0216188	0.0393992	0.0308678	0.0232736	0.0233214	0.0652946	0.025962	0.0449376
ACTN3	0.0156288	0.0100192	0	0.0106458	0.0133496	0.0222865	0	0.0119142	0	0.01	0.141189	0.138936	0.0170926	0.0178019	0.0195259	0.0644151	0.0737652	0.0688449	0.0410587	0.028426
ACTN4	156.634	178.618	143.058	124.271	136.838	197.451	132.754	120.737	139.971	110.049	97.0547	99.8761	106.666	153.294	132.034	170.737	150.832	120.587	191.096	127.416
ACTR10	28.9434	25.5678	37.9559	43.2581	28.7695	22.5453	40.6163	42.5486	20.2107	22.9864	22.4331	22.2322	26.598	20.8016	26.3483	21.6385	20.6686	23.9379	22.7831	31.2007
ACTR1A	65.8266	58.7258	55.9707	53.1202	52.2196	52.5943	52.5012	52.2705	52.97	55.037	36.0856	32.5913	50.4523	52.9515	56.0493	54.2671	44.6022	44.0231	50.0625	46.7974
ACTR1B	30.0032	29.8328	35.4158	35.4462	33.5364	38.6357	37.5679	37.5129	17.0736	17.2682	22.2705	21.0163	14.5407	17.7732	18.1168	19.2059	31.9609	28.2928	15.8907	14.7198
ACTR2	193.397	189.345	174.638	194.104	172.979	146.225	193.255	205.642	131.059	147.814	128.242	117.344	165.425	126.773	162.787	142.244	99.9737	119.816	146.477	192.659
ACTR3	135.078	139.496	128.723	145.002	101.639	93.727	125.901	134.321	137.822	141.929	111.23	106.344	174.92	146.529	130.811	119.604	83.9943	93.9985	142.204	177.064
ACTR3B	4.31605	4.56388	8.23929	8.14408	6.4491	5.41334	7.73507	7.95584	4.64314	4.99888	3.45176	3.03968	4.86667	4.82124	4.97845	4.22545	4.06218	4.39927	3.81872	4.0895
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0.0190092	0	0	0	0	0	0	0	0	0.0892946	0	0	0	0	0	0	0	0	0
ACTR3C	0.0793623	0.0269831	0	0.0854624	0.176461	0.0200086	0.0313759	0	0.0680735	0.275842	0.8874	0.312864	0	0.0903891	0.12652	0.0247828	0.198701	0.417238	0.0829455	0.111603
ACTR5	6.85668	6.36947	9.31324	8.5233	6.25791	6.09797	7.82519	8.01441	7.82033	8.21909	4.242	4.42465	7.6838	8.35495	7.33363	8.06185	4.56557	4.65384	6.11876	5.85918
ACTR6	20.6468	20.1417	19.9008	25.1034	22.7831	18.0742	21.3497	24.635	20.0657	24.0937	40.5848	38.41	27.4995	19.7364	27.7296	22.0761	22.0114	26.2812	19.1329	29.6932
ACTR8	7.96325	8.16012	12.8649	12.4374	8.97687	8.4296	13.1238	14.3103	11.8838	12.4647	10.4285	9.36637	13.4595	12.1616	14.2828	13.5199	10.3374	10.9393	10.7948	11.2364
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	0.0237559	0.106585	0.0581601	0.0341091	0.14204	0.0338716	0.0177024	0.0572595	0.842238	0.778065	0.643726	0.663602	0.727465	0.703471	0.727084	0.559392	0.392378	0.313877	0.436806	0.453641
ACVR1	10.0737	10.061	6.50006	5.6172	10.8827	10.278	5.93834	5.79533	7.75419	8.211	6.38532	6.07927	9.3128	9.11281	8.28932	7.85028	6.36893	7.16447	11.0044	10.709
ACVR1B	1.05058	0.990962	0.758586	0.710746	1.45884	1.41345	0.731169	0.883894	3.03945	3.75411	4.01303	2.87537	3.56974	3.40104	2.14371	1.91505	2.70608	2.48927	1.67361	1.74842
ACVR1C	0.109873	0.118441	0.0713528	0.0635986	0.29006	0.0973228	0.0744318	0.056175	0.01	0.0289823	0.0451064	0.0353936	0.0110827	0.01	0.016274	0.0122701	0.0307386	0.0494877	0.0205317	0.0142145
ACVR2A	1.95878	1.78812	1.39092	1.40014	2.56401	2.22059	1.67449	1.62146	1.31406	1.39912	1.39142	1.37815	1.55799	1.21205	1.56248	1.60737	1.39057	1.67122	1.18608	1.866
ACVR2B	0.52039	0.492961	0.259961	0.206026	0.451037	0.447372	0.233812	0.196755	0.726442	0.782686	1.31336	1.23407	0.460327	0.385687	0.313097	0.306348	0.546238	0.640386	0.170867	0.19137
ACVR2B-AS1	0.351059	0.319755	0.327959	0.305088	0.426122	0.421514	0.261603	0.163296	0.338103	0.274036	0.3616	0.551327	0.323318	0.305138	0.346231	0.304559	0.544971	0.67135	0.303338	0.285626
ACVRL1	0	0.0209509	0.0400149	0.0312892	0.0279202	0.0207142	0.0324779	0.0262622	0.105928	0.0471352	0.377295	0.255965	0.0595833	0.0930804	0.0952886	0.0256573	0.154267	0.119975	0.0643999	0.0396321
ACY1	8.5368	7.597	5.86315	5.75915	6.13667	7.85851	6.3816	5.09022	15.5384	15.2859	21.3286	21.8969	11.5047	15.787	11.0982	14.2347	14.113	11.8004	16.2702	14.1855
ACY3	0	0	0	0	0	0	0	0	0.512849	0.216871	0.352207	0.2228	0.298518	0.333083	0.0974242	0.0918196	0.138012	0	0.332884	0.248204
ACYP1	18.0606	23.2515	21.81	22.3027	18.4981	16.2437	18.7749	18.4533	23.2129	22.0571	25.7597	24.7994	17.2577	17.7372	27.0938	22.9601	14.0123	15.4582	20.4953	21.3775
ACYP2	5.07969	8.63741	13.3613	15.1898	8.46266	10.8342	15.0786	17.0333	2.85674	1.91978	3.03355	4.02451	1.37739	2.91664	4.64133	6.25256	9.55906	8.7824	3.52876	2.59587
ADA	6.14661	6.04362	7.40602	7.99371	5.00285	6.36267	8.32136	8.27387	14.1515	11.5146	30.2789	29.6452	10.6642	12.3519	11.719	12.1436	22.4007	18.6379	15.554	11.4712
ADAD1	0	0.0151172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAL	6.87716	5.70272	9.07691	10.1981	7.03874	6.16926	9.29219	9.8454	4.82708	6.24201	6.16661	6.29402	6.0518	5.02928	6.33278	4.66264	5.33201	6.19409	5.52294	6.03063
ADAM10	45.0098	45.6614	25.2372	27.2036	39.1127	36.3243	27.3131	28.8123	31.4164	32.8231	33.1795	30.4192	34.3487	28.8415	34.5243	32.1935	31.2303	35.2506	31.7436	35.3756
ADAM11	0.0712622	0.058726	0.155774	0.0950111	0.147827	0.125799	0.0986204	0.139048	0.139716	0.0629115	0.0766283	0.187432	0.0890706	0.150732	0.190766	0.173798	0.312278	0.23539	0.227301	0.268461
ADAM12	23.1668	20.5677	20.3091	18.5227	19.7363	17.9342	21.8412	20.0101	15.6078	16.8509	12.1297	12.7114	17.4083	15.6249	12.5923	11.2737	10.4063	11.2647	16.0854	16.9846
ADAM15	45.3959	49.0876	38.159	37.2126	40.1011	55.0689	34.7776	32.0535	51.6188	42.5698	54.4368	52.1764	37.9959	51.9751	47.164	54.9499	79.9013	62.9291	58.2066	44.3281
ADAM17	15.1474	13.2341	11.0988	12.0929	16.2739	13.8585	11.9913	12.4162	10.3767	11.3953	14.2544	14.0239	12.6584	10.639	14.9613	12.3578	12.7972	15.1325	8.89127	11.3024
ADAM18	0	0	0	0	0	0	0	0	0	0	0	0.0218456	0	0	0	0	0.0405958	0	0	0
ADAM19	0.265532	0.200741	0.200027	0.171076	0.104681	0.135908	0.218164	0.153167	3.10301	3.3239	3.36189	2.89608	2.4498	2.67143	1.34387	1.51105	1.30932	1.37186	1.76608	1.72734
ADAM1A	0.421532	0.561149	0.545776	0.488851	0.401605	0.54709	0.676562	0.599199	0.77877	0.791505	0.439327	0.61758	0.922028	0.904806	0.81015	0.744454	0.516449	0.606938	0.798507	0.943538
ADAM2	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	0.0165135	0.0211687	0.0303217	0.0118552	0.0282106	0	0	0	0	0	0	0.0104839	0	0.01	0.0206294	0.0194426	0	0.0181822	0	0.0150162
ADAM20P1	0.0150907	0.0290173	0.01	0	0.02578	0.0143444	0.0224906	0	0	0	0	0.0287419	0.0165041	0.0171875	0.028278	0.0266512	0.0534118	0.0166157	0.0198198	0.0137225
ADAM21	0.0521181	0.0556755	0.0212663	0.0498881	0.0445176	0.0247704	0.0258916	0	0.208622	0.44017	0.549218	0.496323	0.398998	0.207758	0.162771	0.132953	0.143474	0.0956413	0.22817	0.300153
ADAM21P1	0	0.0296936	0	0.0166293	0	0.011009	0	0	0.0132458	0.0143145	0.0697419	0.0294117	0.0506663	0.026382	0.028937	0	0	0.0255043	0.0152113	0.0421267
ADAM22	2.15984	1.86266	1.08927	1.28938	3.19428	3.33805	1.51175	1.37634	0.190221	0.19452	0.400646	0.422466	0.218229	0.0851955	0.259291	0.264372	0.451403	0.29292	0.196125	0.124913
ADAM23	0.0450494	0	0.082719	0.0431219	0.0513064	0.0428216	0.08952	0.0603245	0.0601089	0.0371191	0.0452123	0.038134	0.0328459	0.0513087	0.0187593	0.0265201	0.0354327	0.0661357	0.0493058	0.0682747
ADAM28	0.0141701	0.0272471	0	0	0.0383447	0.0134693	0	0	0.137759	0.180362	0.305196	0.260698	0.147401	0.191775	0.0548403	0.01	0.053178	0.061948	0.0591267	0.0515412
ADAM29	0	0	0	0	0	0	0	0	0.0249855	0.0179999	0.0438488	0.018492	0	0	0	0.01	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	0.101633	0.0868565	0	0.0364818	0.144687	0.0805061	0.0504903	0.0680474	0.0581178	0.0523389	0.0255002	0.064524	0.0370509	0.0964623	0.116385	0.079774	0.159875	0.149205	0.111236	0.0462092
ADAM33	0	0.01	0.0161583	0.01	0	0.0125471	0.0196727	0.0212107	0	0	0	0.0251424	0	0.01	0.107203	0.159377	0.0311464	0	0.138717	0.180078
ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
